שם ספר,TextSource,נתיב,RavMechaber,ForcedBookName,MixedDisplay,,PasukIndMode,UniqueId,,HiddenFromIndex,[Books\000_ACCESORIES\000_!WELLCOME.txt_תורת אמת],SearchInTitles,GroupId,שם הספר,LastLevelIndex,,SpecialTitle,FilesGotFrom,Comments,PutNewLinesAsIs,ChainFolderName,Haskamot,,CosmeticsType
משנה - אהלות,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\53_MAS_AHALOT\MT_AHALOT_L1.txt,,משנה,0,,0,1211,,0,,0,mishna_ahalot,,2,,,,,1,1,,,
משנה - אהלות - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\53_MAS_AHALOT\MT_AHALOT_L2.txt,,רע''ב,0,,0,1241,,0,,0,mishna_ahalot,,2,,,,,1,1,,,
משנה - אהלות - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\53_MAS_AHALOT\MT_AHALOT_L3.txt,,עיקר תוי''ט,0,,0,1242,,0,,0,mishna_ahalot,,2,,,,,1,1,,,
"משנה - אהלות - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\53_MAS_AHALOT\MT_AHALOT_L5.txt,,רמב''ם,0,,0,5057,,0,,1,,,0,,,,,1,1,,,
משנה מסכת אהלות,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\53_MAS_AHALOT\ZDebugMix.txt,,תצוגה משולבת,3,,0,1243,,0,,0,mishna_ahalot,,2,,,,,0,1,,,
משנה - נגעים,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\54_MAS_NEGAIIM\MT_NEGAIIM_L1.txt,,משנה,0,,0,1212,,0,,0,mishna_negaiim,,2,,,,,1,1,,,
משנה - נגעים - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\54_MAS_NEGAIIM\MT_NEGAIIM_L2.txt,,רע''ב,0,,0,1368,,0,,0,mishna_negaiim,,2,,,,,1,1,,,
משנה - נגעים - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\54_MAS_NEGAIIM\MT_NEGAIIM_L3.txt,,עיקר תוי''ט,0,,0,1369,,0,,0,mishna_negaiim,,2,,,,,1,1,,,
"משנה - נגעים - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\54_MAS_NEGAIIM\MT_NEGAIIM_L5.txt,,רמב''ם,0,,0,5058,,0,,1,,,0,,,,,1,1,,,
משנה מסכת נגעים,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\54_MAS_NEGAIIM\ZDebugMix.txt,,תצוגה משולבת,3,,0,1370,,0,,0,mishna_negaiim,,2,,,,,0,1,,,
משנה - פרה,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\55_MAS_PARA\MT_PARA_L1.txt,,משנה,0,,0,1213,,0,,0,mishna_para,,2,,,,,1,1,,,
משנה - פרה - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\55_MAS_PARA\MT_PARA_L2.txt,,רע''ב,0,,0,1356,,0,,0,mishna_para,,2,,,,,1,1,,,
משנה - פרה - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\55_MAS_PARA\MT_PARA_L3.txt,,עיקר תוי''ט,0,,0,1357,,0,,0,mishna_para,,2,,,,,1,1,,,
"משנה - פרה - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\55_MAS_PARA\MT_PARA_L5.txt,,רמב''ם,0,,0,5059,,1,,1,,,0,,,,,1,1,,,
משנה מסכת פרה,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\55_MAS_PARA\ZDebugMix.txt,,תצוגה משולבת,3,,0,1358,,0,,0,mishna_para,,2,,,,,0,1,,,
משנה - טהרות,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\56_MAS_TAHAROT\MT_TAHAROT_L1.txt,,משנה,0,,0,1214,,0,,0,mishna_taharot,,2,,,,,1,1,,,
משנה - טהרות - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\56_MAS_TAHAROT\MT_TAHAROT_L2.txt,,רע''ב,0,,0,1359,,0,,0,mishna_taharot,,2,,,,,1,1,,,
משנה - טהרות - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\56_MAS_TAHAROT\MT_TAHAROT_L3.txt,,עיקר תוי''ט,0,,0,1360,,0,,0,mishna_taharot,,2,,,,,1,1,,,
"משנה - טהרות - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\56_MAS_TAHAROT\MT_TAHAROT_L5.txt,,רמב''ם,0,,0,5060,,0,,1,,,0,,,,,1,1,,,
משנה מסכת טהרות,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\56_MAS_TAHAROT\ZDebugMix.txt,,תצוגה משולבת,3,,0,1361,,0,,0,mishna_taharot,,2,,,,,0,1,,,
משנה - מקואות,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\57_MAS_MIKVAOT\MT_MIKVAOT_L1.txt,,משנה,0,,0,1215,,0,,0,mishna_mikvaot,,2,,,,,1,1,,,
משנה - מקואות - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\57_MAS_MIKVAOT\MT_MIKVAOT_L2.txt,,רע''ב,0,,0,1272,,0,,0,mishna_mikvaot,,2,,,,,1,1,,,
משנה - מקואות - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\57_MAS_MIKVAOT\MT_MIKVAOT_L3.txt,,עיקר תוי''ט,0,,0,1273,,0,,0,mishna_mikvaot,,2,,,,,1,1,,,
"משנה - מקואות - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\57_MAS_MIKVAOT\MT_MIKVAOT_L5.txt,,רמב''ם,0,,0,5061,,0,,1,,,0,,,,,1,1,,,
משנה מסכת מקוואות,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\57_MAS_MIKVAOT\ZDebugMix.txt,,תצוגה משולבת,3,,0,1274,,0,,0,mishna_mikvaot,,2,,,,,0,1,,,
משנה - נדה,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\58_MAS_NIDA\MT_NIDA_L1.txt,,משנה,0,,0,1216,,0,,0,mishna_nida,,2,,,,,1,1,,,
משנה - נדה - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\58_MAS_NIDA\MT_NIDA_L2.txt,,רע''ב,0,,0,1371,,0,,0,mishna_nida,,2,,,,,1,1,,,
משנה - נדה - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\58_MAS_NIDA\MT_NIDA_L3.txt,,עיקר תוי''ט,0,,0,1372,,0,,0,mishna_nida,,2,,,,,1,1,,,
"משנה - נדה - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\58_MAS_NIDA\MT_NIDA_L5.txt,,רמב''ם,0,,0,5062,,0,,1,,,0,,,,,1,1,,,
משנה מסכת נדה,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\58_MAS_NIDA\ZDebugMix.txt,,תצוגה משולבת,3,,0,1373,,0,,0,mishna_nida,,2,,,,,0,1,,,
משנה - מכשירין,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\59_MAS_MACHSHIRIN\MT_MACHSHIRIN_L1.txt,,משנה,0,,0,1217,,0,,0,mishna_machshirin,,2,,,,,1,1,,,
משנה - מכשירין - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\59_MAS_MACHSHIRIN\MT_MACHSHIRIN_L2.txt,,רע''ב,0,,0,1270,,0,,0,mishna_machshirin,,2,,,,,1,1,,,
משנה - מכשירין - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\59_MAS_MACHSHIRIN\MT_MACHSHIRIN_L3.txt,,עיקר תוי''ט,0,,0,1271,,0,,0,mishna_machshirin,,2,,,,,1,1,,,
"משנה - מכשירין - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\59_MAS_MACHSHIRIN\MT_MACHSHIRIN_L5.txt,,רמב''ם,0,,0,5063,,0,,1,,,0,,,,,1,1,,,
משנה מסכת מכשירין,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\59_MAS_MACHSHIRIN\ZDebugMix.txt,,תצוגה משולבת,3,,0,1275,,0,,0,mishna_machshirin,,2,,,,,0,1,,,
משנה - זבים,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\60_MAS_ZAVIM\MT_ZAVIM_L1.txt,,משנה,0,,0,1218,,0,,0,mishna_zavim,,2,,,,,1,1,,,
משנה - זבים - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\60_MAS_ZAVIM\MT_ZAVIM_L2.txt,,רע''ב,0,,0,1351,,0,,0,mishna_zavim,,2,,,,,1,1,,,
משנה - זבים - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\60_MAS_ZAVIM\MT_ZAVIM_L3.txt,,עיקר תוי''ט,0,,0,1352,,0,,0,mishna_zavim,,2,,,,,1,1,,,
"משנה - זבים - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\60_MAS_ZAVIM\MT_ZAVIM_L5.txt,,רמב''ם,0,,0,5064,,0,,1,,,0,,,,,1,1,,,
משנה מסכת זבים,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\60_MAS_ZAVIM\ZDebugMix.txt,,תצוגה משולבת,3,,0,1353,,0,,0,mishna_zavim,,2,,,,,0,1,,,
משנה - טבול יום,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\61_MAS_TEVUL_YOM\MT_TVULYOM_L1.txt,,משנה,0,,0,1219,,0,,0,mishna_tvul_yom,,2,,,,,1,1,,,
משנה - טבול יום - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\61_MAS_TEVUL_YOM\MT_TVULYOM_L2.txt,,רע''ב,0,,0,1362,,0,,0,mishna_tvul_yom,,2,,,,,1,1,,,
משנה - טבול יום - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\61_MAS_TEVUL_YOM\MT_TVULYOM_L3.txt,,עיקר תוי''ט,0,,0,1363,,0,,0,mishna_tvul_yom,,2,,,,,1,1,,,
"משנה - טבול_יום - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\61_MAS_TEVUL_YOM\MT_TVULYOM_L5.txt,,רמב''ם,0,,0,5065,,0,,1,,,0,,,,,1,1,,,
משנה מסכת טבול יום,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\61_MAS_TEVUL_YOM\ZDebugMix.txt,,תצוגה משולבת,3,,0,1364,,0,,0,mishna_tvul_yom,,2,,,,,0,1,,,
משנה - ידים,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\62_MAS_YADAIIM\MT_YADAIIM_L1.txt,,משנה,0,,0,1220,,0,,0,mishna_yadaiim,,2,,,,,1,1,,,
משנה - ידים - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\62_MAS_YADAIIM\MT_YADAIIM_L2.txt,,רע''ב,0,,0,1374,,0,,0,mishna_yadaiim,,2,,,,,1,1,,,
משנה - ידים - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\62_MAS_YADAIIM\MT_YADAIIM_L3.txt,,עיקר תוי''ט,0,,0,1375,,0,,0,mishna_yadaiim,,2,,,,,1,1,,,
"משנה - ידים - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\62_MAS_YADAIIM\MT_YADAIIM_L5.txt,,רמב''ם,0,,0,5066,,0,,1,,,0,,,,,1,1,,,
משנה מסכת ידים,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\62_MAS_YADAIIM\ZDebugMix.txt,,תצוגה משולבת,3,,0,1376,,0,,0,mishna_yadaiim,,2,,,,,0,1,,,
משנה - עוקצין,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\63_MAS_OKATSIN\MT_OKATSIN_L1.txt,,משנה,0,,0,1221,,0,,0,mishna_okatsin,,2,,,,,1,1,,,
משנה - עוקצין - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\63_MAS_OKATSIN\MT_OKATSIN_L2.txt,,רע''ב,0,,0,1365,,0,,0,mishna_okatsin,,2,,,,,1,1,,,
משנה - עוקצין - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\105_SEDER_TAHAROT\63_MAS_OKATSIN\MT_OKATSIN_L3.txt,,עיקר תוי''ט,0,,0,1366,,0,,0,mishna_okatsin,,2,,,,,1,1,,,
"משנה - עוקצין - רמב""ם",ויקיטקסט,Books\020_MISHNA\105_SEDER_TAHAROT\63_MAS_OKATSIN\MT_OKATSIN_L5.txt,,רמב''ם,0,,0,5067,,0,,1,,,0,,,,,1,1,,,
משנה מסכת עוקצין,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\105_SEDER_TAHAROT\63_MAS_OKATSIN\ZDebugMix.txt,,תצוגה משולבת,3,,0,1367,,0,,0,mishna_okatsin,,2,,,,,0,1,,,
תלמוד בבלי - ברכות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\01_MAS_BRACHOT\01_Bav BRAHOT_L1.txt,,גמרא,0,,0,841,,0,,0,brahot,,2,,,,,0,1,,,#bp
תלמוד בבלי - ברכות - רש''י,"ר' פנחס ראובן שליט''א, לרבנית שלומית קטן תליט''א <BR>כולל אוצר לעזי רש''י מאת הרב משה קטן זצ''ל",Books\030_BAVLI\01_MAS_BRACHOT\01_Bav BRAHOT_L2.txt,,רש''י,0,,0,870,,0,,0,brahot,,2,,,,,0,1,,,
תלמוד בבלי - ברכות - תוספות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\01_MAS_BRACHOT\01_Bav BRAHOT_L3.txt,,תוספות,0,,0,871,,0,,0,brahot,,2,,,,,0,1,,,
"רשב""א - מסכת ברכות",ר' פנחס ראובן שליט''א,Books\030_BAVLI\01_MAS_BRACHOT\01_Bav BRAHOT_L6_rashba.txt,,רשב''א,0,,0,5075,,0,,1,,,2,,,,,1,1,,,
מסכת ברכות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\01_MAS_BRACHOT\DebugMix.txt,,תצוגה משולבת,3,,0,878,,0,,0,brahot,,2,,,,,1,1,,,#bp
חברותא - ברכות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\01_MAS_BRACHOT\HavAll.txt,,חברותא,0,,0,2337,,0,,1,brahot,,2,,,,,1,1,,,#bp
חברותא - ברכות | בלי הערות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\01_MAS_BRACHOT\HavTempNoNotes.txt,,חברותא בלי הערות,0,,0,2376,,0,,1,brahot,,2,,,,,1,1,,,
חברותא - זמני - הערות,,Books\030_BAVLI\01_MAS_BRACHOT\HavTempNotes.txt,,חברותא זמני הערות,0,,0,2454,,1,,1,,,0,,,,,1,1,,,#rep7
תלמוד בבלי - שבת,ר' פנחס ראובן שליט''א,Books\030_BAVLI\02_MAS_SHABAT\02_Bav SHABAT_L1.txt,,גמרא,0,,0,844,,0,,0,shabat,,2,,,,,0,1,,,
תלמוד בבלי - שבת - רש''י,"ר' פנחס ראובן שליט''א, לרבנית שלומית קטן תליט''א <BR>כולל אוצר לעזי רש''י מאת הרב משה קטן זצ''ל",Books\030_BAVLI\02_MAS_SHABAT\02_Bav SHABAT_L2.txt,,רש''י,0,,0,1019,,0,,0,shabat,,2,,,,,0,1,,,
תלמוד בבלי - שבת - תוספות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\02_MAS_SHABAT\02_Bav SHABAT_L3.txt,,תוספות,0,,0,873,,0,,0,shabat,,2,,,,,0,1,,,
"רשב""א - מסכת שבת",ר' פנחס ראובן שליט''א,Books\030_BAVLI\02_MAS_SHABAT\02_Bav SHABAT_L6_rashba.txt,,רשב''א,0,,0,5076,,0,,1,,,2,,,,,1,1,,,
מסכת שבת,ר' פנחס ראובן שליט''א,Books\030_BAVLI\02_MAS_SHABAT\DebugMix.txt,,תצוגה משולבת,3,,0,879,,0,,0,shabat,,2,,,,,1,1,,,
חברותא - שבת,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\02_MAS_SHABAT\HavAll.txt,,חברותא,0,,0,2338,,0,,1,shabat,,2,,,,,1,1,,,
חברותא - שבת | בלי הערות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\02_MAS_SHABAT\HavTempNoNotes.txt,,חברותא בלי הערות,0,,0,2378,,0,,1,shabat,,2,,,,,1,1,,,
חברותא - זמני - הערות,,Books\030_BAVLI\02_MAS_SHABAT\HavTempNotes.txt,,חברותא זמני הערות,0,,0,2455,,1,,1,shabat,,0,,,,,1,1,,,
תלמוד בבלי - עירובין,ר' פנחס ראובן שליט''א,Books\030_BAVLI\03_MAS_ERUVIN\03_Bav ERUVIN_L1.txt,,גמרא,0,,0,847,,0,,0,eruvin,,2,,,,,0,1,,,
תלמוד בבלי - עירובין - רש''י,ר' פנחס ראובן שליט''א,Books\030_BAVLI\03_MAS_ERUVIN\03_Bav ERUVIN_L2.txt,,רש''י,0,,0,848,,0,,0,eruvin,,2,,,,,0,1,,,
תלמוד בבלי - עירובין - תוספות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\03_MAS_ERUVIN\03_Bav ERUVIN_L3.txt,,תוספות,0,,0,849,,0,,0,eruvin,,2,,,,,0,1,,,
"רשב""א - מסכת עירובין",ר' פנחס ראובן שליט''א,Books\030_BAVLI\03_MAS_ERUVIN\03_Bav ERUVIN_L6_rashba.txt,,רשב''א,0,,0,5077,,0,,1,,,2,,,,,1,1,,,
מסכת עירובין,ר' פנחס ראובן שליט''א,Books\030_BAVLI\03_MAS_ERUVIN\DebugMix.txt,,תצוגה משולבת,3,,0,1323,,0,,0,eruvin,,2,,,,,1,1,,,
חברותא - עירובין,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\03_MAS_ERUVIN\HavAll.txt,,חברותא,0,,0,2339,,0,,1,eruvin,,2,,,,,1,1,,,
חברותא - עירובין | בלי הערות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\03_MAS_ERUVIN\HavTempNoNotes.txt,,חברותא בלי הערות,0,,0,2380,,0,,1,eruvin,,2,,,,,1,1,,,
חברותא - זמני - הערות,,Books\030_BAVLI\03_MAS_ERUVIN\HavTempNotes.txt,,חברותא זמני הערות,0,,0,2456,,1,,1,,,0,,,,,1,1,,,
תלמוד בבלי - פסחים,ר' פנחס ראובן שליט''א,Books\030_BAVLI\04_MAS_PSACHIM\04_Bav PSAHIM_L1.txt,,גמרא,0,,0,908,,0,,0,psahim,,2,,,,,0,1,,,
תלמוד בבלי - פסחים - רש''י,"ר' פנחס ראובן שליט''א, לרבנית שלומית קטן תליט''א <BR>כולל אוצר לעזי רש''י מאת הרב משה קטן זצ''ל",Books\030_BAVLI\04_MAS_PSACHIM\04_Bav PSAHIM_L2.txt,,רש''י,0,,0,909,,0,,0,psahim,,2,,,,,0,1,,,
תלמוד בבלי - פסחים - תוספות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\04_MAS_PSACHIM\04_Bav PSAHIM_L3.txt,,תוספות,0,,0,910,,0,,0,psahim,,2,,,,,0,1,,,
תלמוד בבלי - פסחים - רשב''ם,"ר' פנחס ראובן שליט''א, לרבנית שלומית קטן תליט''א <BR>כולל אוצר לעזי רש''י מאת הרב משה קטן זצ''ל",Books\030_BAVLI\04_MAS_PSACHIM\Bav PSAHIM_L4.txt,,רשב''ם,0,,0,1381,,0,,0,psahim,,2,,,,,1,1,,,
מסכת פסחים,ר' פנחס ראובן שליט''א,Books\030_BAVLI\04_MAS_PSACHIM\DebugMix.txt,,תצוגה משולבת,3,,0,880,,0,,0,psahim,,2,,,,,1,1,,,
חברותא - פסחים,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\04_MAS_PSACHIM\HavAll.txt,,חברותא,0,,0,2340,,0,,1,psahim,,2,,,,,1,1,,,
חברותא - פסחים | בלי הערות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\04_MAS_PSACHIM\HavTempNoNotes.txt,,חברותא בלי הערות,0,,0,2382,,0,,1,psahim,,2,,,,,1,1,,,
חברותא - זמני - הערות,,Books\030_BAVLI\04_MAS_PSACHIM\HavTempNotes.txt,,חברותא זמני הערות,0,,0,2457,,1,,1,,,0,,,,,1,1,,,
תלמוד ירושלמי - שקלים,ר' פנחס ראובן שליט''א,Books\030_BAVLI\05_MAS_SHKALIM\04_Bav SHKALIM (yer)_L1.txt,,גמרא,0,,0,850,,0,,0,shkalim,,2,,,,,0,1,,,
תלמוד ירושלמי - שקלים - קרבן העדה,ר' פנחס ראובן שליט''א,Books\030_BAVLI\05_MAS_SHKALIM\04_Bav SHKALIM (yer)_L2.txt,,קרבן העדה,0,,0,851,,0,,0,shkalim,,2,,,,,0,1,,,
תלמוד ירושלמי - שקלים - ריבב''ן,ר'</span></span> פנחס ראובן שליט''א,Books\030_BAVLI\05_MAS_SHKALIM\04_Bav SHKALIM (yer)_L3.txt,,ריבב''ן,0,,0,852,,0,,0,shkalim,,2,,,,,0,1,,,
מסכת שקלים,ר' פנחס ראובן שליט''א,Books\030_BAVLI\05_MAS_SHKALIM\DebugMix.txt,,תצוגה משולבת,3,,0,881,,0,,0,shkalim,,2,,,,,1,1,,,
חברותא - שקלים,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\05_MAS_SHKALIM\HavAll.txt,,חברותא,0,,0,2341,,0,,1,shkalim,,2,,,,,1,1,,,
חברותא - שקלים | בלי הערות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\05_MAS_SHKALIM\HavTempNoNotes.txt,,חברותא בלי הערות,0,,0,2384,,0,,1,shkalim,,2,,,,,1,1,,,
חברותא - זמני - הערות,,Books\030_BAVLI\05_MAS_SHKALIM\HavTempNotes.txt,,חברותא זמני הערות,0,,0,2458,,1,,1,,,0,,,,,1,1,,,
תלמוד בבלי - ראש השנה,ר' פנחס ראובן שליט''א,Books\030_BAVLI\06_MAS_ROSH\Bav ROSH HASHANA_L1.txt,,גמרא,0,,0,1106,,0,,0,rosh_hashana,,2,,,,,0,1,,,
תלמוד בבלי - ראש השנה - רש''י,ר' פנחס ראובן שליט''א,Books\030_BAVLI\06_MAS_ROSH\Bav ROSH HASHANA_L2.txt,,רש''י,0,,0,1107,,0,,0,rosh_hashana,,2,,,,,0,1,,,
תלמוד בבלי - ראש השנה - תוספות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\06_MAS_ROSH\Bav ROSH HASHANA_L3.txt,,תוספות,0,,0,1108,,0,,0,rosh_hashana,,2,,,,,0,1,,,
"רשב""א - מסכת ראש השנה",ר' פנחס ראובן שליט''א,Books\030_BAVLI\06_MAS_ROSH\Bav ROSH HASHANA_L6_rashba.txt,,רשב''א,0,,0,5078,,0,,1,,,2,,,,,1,1,,,
מסכת ראש השנה,ר' פנחס ראובן שליט''א,Books\030_BAVLI\06_MAS_ROSH\DebugMix.txt,,תצוגה משולבת,3,,0,1109,,0,,0,rosh_hashana,,2,,,,,1,1,,,
חברותא - ראש השנה,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\06_MAS_ROSH\HavAll.txt,,חברותא,0,,0,2342,,0,,1,,,2,,,,,1,1,,,
חברותא - ראש השנה | בלי הערות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\06_MAS_ROSH\HavTempNoNotes.txt,,חברותא בלי הערות,0,,0,2386,,0,,1,,,2,,,,,1,1,,,
חברותא - זמני - הערות,,Books\030_BAVLI\06_MAS_ROSH\HavTempNotes.txt,,חברותא זמני הערות,0,,0,2459,,1,,1,rosh_hashana,,0,,,,,1,1,,,
תלמוד בבלי - יומא,ר' פנחס ראובן שליט''א,Books\030_BAVLI\07_MAS_YOMA\07_Bav YOMA_L1.txt,,גמרא,0,,0,853,,0,,0,yoma,,2,,,,,0,1,,,
תלמוד בבלי - יומא - רש''י,ר' פנחס ראובן שליט''א,Books\030_BAVLI\07_MAS_YOMA\07_Bav YOMA_L2.txt,,רש''י,0,,0,874,,0,,0,yoma,,2,,,,,0,1,,,
תלמוד בבלי - יומא - תוספות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\07_MAS_YOMA\07_Bav YOMA_L3.txt,,תוספות,0,,0,855,,0,,0,yoma,,2,,,,,0,1,,,
מסכת יומא,ר' פנחס ראובן שליט''א,Books\030_BAVLI\07_MAS_YOMA\DebugMix.txt,,תצוגה משולבת,3,,0,882,,0,,0,yoma,,2,,,,,1,1,,,
חברותא - יומא,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\07_MAS_YOMA\HavAll.txt,,חברותא,0,,0,2343,,0,,1,yoma,,2,,,,,1,1,,,
חברותא - יומא | בלי הערות,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\07_MAS_YOMA\HavTempNoNotes.txt,,חברותא בלי הערות,0,,0,2388,,0,,1,yoma,,2,,,,,1,1,,,
חברותא - זמני - הערות,,Books\030_BAVLI\07_MAS_YOMA\HavTempNotes.txt,,חברותא זמני הערות,0,,0,2460,,1,,1,,,0,,,,,1,1,,,
תלמוד בבלי - סוכה,ר' פנחס ראובן שליט''א,Books\030_BAVLI\08_MAS_SUCA\08_Bav SUCA_L1.txt,,גמרא,0,,0,875,,0,,0,suca,,2,,,,,0,1,,,
תלמוד בבלי - סוכה - רש''י,ר' פנחס ראובן שליט''א,Books\030_BAVLI\08_MAS_SUCA\08_Bav SUCA_L2.txt,,רש''י,0,,0,1017,,0,,0,suca,,2,,,,,0,1,,,
תלמוד בבלי - סוכה - תוספות,ר' פנחס ראובן שליט''א,Books\030_BAVLI\08_MAS_SUCA\08_Bav SUCA_L3.txt,,תוספות,0,,0,1018,,0,,0,suca,,2,,,,,0,1,,,
מסכת סוכה,ר' פנחס ראובן שליט''א,Books\030_BAVLI\08_MAS_SUCA\DebugMix.txt,,תצוגה משולבת,3,,0,883,,0,,0,suca,,2,,,,,1,1,,,
חברותא - סוכה,"הרב יעקב שולביץ שליט""א",Books\030_BAVLI\08_MAS_SUCA\HavAll.txt,,חברותא,0,,0,2344,,0,,1,suca,,2,,,,,1,1,,,
