שם ספר,TextSource,נתיב,RavMechaber,ForcedBookName,MixedDisplay,,PasukIndMode,UniqueId,,HiddenFromIndex,[Books\000_ACCESORIES\000_!WELLCOME.txt_תורת אמת],SearchInTitles,GroupId,שם הספר,LastLevelIndex,,SpecialTitle,FilesGotFrom,Comments,PutNewLinesAsIs,ChainFolderName,Haskamot,,CosmeticsType
שיר השירים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\30_SHIR_HASHIRIM\a30_Song_of_Songs.txt,,מנוקד,0,,0,789,,0,,0,b30,,2,,,,,0,1,,,
שיר השירים - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\30_SHIR_HASHIRIM\a30_Song_of__Songs.txt,,עם טעמים,0,,0,1712,,0,,0,b30,,2,,,,,0,1,,,
שיר השירים - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\30_SHIR_HASHIRIM\b30_Song_of_Songs.txt,,ללא ניקוד,0,,0,750,,0,,0,b30,,2,,,,,0,1,,,
שיר השירים - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\30_SHIR_HASHIRIM\eNA_SHIR_HASHIRIM_L1.txt,,רש''י,0,,0,1405,,0,,0,b30,,2,,,,,0,1,,,
שיר השירים - מצודת דוד,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\30_SHIR_HASHIRIM\fNA_SHIR_HASHIRIM_L1.txt,,מצודת דוד,0,,0,1486,,0,,0,b30,,2,,,,,0,1,,,
שיר השירים - מצודת ציון,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\30_SHIR_HASHIRIM\gNA_SHIR_HASHIRIM_L1.txt,,מצודת ציון,0,,0,1498,,0,,0,b30,,2,,,,,0,1,,,
מדרש רבה - שיר השירים רבה,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\30_SHIR_HASHIRIM\x_raba.txt,,מדרש רבה,0,,0,1638,,0,,1,,,2,,,,,1,1,,,#nik
שיר השירים,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\30_SHIR_HASHIRIM\z_Interleave.txt,,תצוגה משולבת,2,,0,1454,,0,,0,,,2,,,,,0,1,,,
שיר השירים (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\30_SHIR_HASHIRIM\z_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1762,,0,,0,b30,,2,,,,,0,1,,,
רות,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\31_RUTH\a31_Ruth.txt,,מנוקד,0,,0,790,,0,,0,b31,,2,,,,,0,1,,,
רות - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\31_RUTH\a31__Ruth.txt,,עם טעמים,0,,0,1713,,0,,0,b31,,2,,,,,0,1,,,
רות - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\31_RUTH\b31_Ruth.txt,,ללא ניקוד,0,,0,751,,0,,0,b31,,2,,,,,0,1,,,
רות - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\31_RUTH\eNA_RUTH_L1.txt,,רש''י,0,,0,1410,,0,,0,b31,,2,,,,,0,1,,,
מדרש רבה - רות רבה,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\31_RUTH\x_raba.txt,,מדרש רבה,0,,0,1639,,0,,1,,,1,,,,,1,1,,,
רות,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\31_RUTH\z_Interleave.txt,,תצוגה משולבת,2,,0,1455,,0,,0,b31,,2,,,,,0,1,,,
רות (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\31_RUTH\z_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1763,,0,,0,b31,,2,,,,,0,1,,,
איכה,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\32_EICHA\a32_Lamentations.txt,,מנוקד,0,,0,791,,0,,0,b32,,2,,,,,0,1,,,
איכה - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\32_EICHA\a32__Lamentations.txt,,עם טעמים,0,,0,1714,,0,,0,b32,,2,,,,,0,1,,,
איכה - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\32_EICHA\b32_Lamentations.txt,,ללא ניקוד,0,,0,752,,0,,0,b32,,2,,,,,0,1,,,
איכה - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\32_EICHA\eNA_EICHA_L1.txt,,רש''י,0,,0,1411,,0,,0,b32,,2,,,,,0,1,,,
מדרש רבה - איכה רבתי,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\32_EICHA\x_raba.txt,,מדרש רבה,0,,0,1640,,0,,1,,,1,,,,,1,1,,,
איכה,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\32_EICHA\z_Interleave.txt,,תצוגה משולבת,2,,0,1456,,0,,0,b32,,2,,,,,0,1,,,
איכה (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\32_EICHA\z_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1764,,0,,0,b32,,2,,,,,0,1,,,
קהלת,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\33_KOHELET\a33_Ecclesiastes.txt,,מנוקד,0,,0,792,,0,,0,b33,,2,,,,,0,1,,,
קהלת - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\33_KOHELET\a33__Ecclesiastes.txt,,עם טעמים,0,,0,1715,,0,,0,b33,,2,,,,,0,1,,,
קהלת - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\33_KOHELET\b33_Ecclesiastes.txt,,ללא ניקוד,0,,0,753,,0,,0,b33,,2,,,,,0,1,,,
קהלת - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\33_KOHELET\eNA_KOHELET_L1.txt,,רש''י,0,,0,1406,,0,,0,b33,,2,,,,,0,1,,,
קהלת - מצודת דוד,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\33_KOHELET\fNA_KOHELET_L1.txt,,מצודת דוד,0,,0,1487,,0,,0,b33,,2,,,,,0,1,,,
קהלת - מצודת ציון,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\33_KOHELET\gNA_KOHELET_L1.txt,,מצודת ציון,0,,0,1499,,0,,0,b33,,2,,,,,0,1,,,
מדרש רבה - קהלת רבה,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\33_KOHELET\x_raba.txt,,מדרש רבה,0,,0,1641,,0,,1,,,2,,,,,1,1,,,
קהלת,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\33_KOHELET\z_Interleave.txt,,תצוגה משולבת,2,,0,1457,,0,,0,b33,,2,,,,,0,1,,,
קהלת (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\33_KOHELET\z_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1765,,0,,0,b33,,2,,,,,0,1,,,
אסתר,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\34_ESTER\a34_Esther.txt,,מנוקד,0,,0,793,,0,,0,b34,,2,,,,,0,1,,,
אסתר - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\34_ESTER\a34__Esther.txt,,עם טעמים,0,,0,1716,,0,,0,b34,,2,,,,,0,1,,,
אסתר - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\34_ESTER\b34_Esther.txt,,ללא ניקוד,0,,0,754,,0,,0,b34,,2,,,,,0,1,,,
אסתר - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\34_ESTER\eNA_ESTER_L1.txt,,רש''י,0,,0,1412,,0,,0,b34,,2,,,,,0,1,,,
אסתר - מלבי''ם,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\34_ESTER\f_MALBIM_ESTER.txt,,מלבי''ם,0,,0,1882,,0,,1,b34,,2,,,,,1,1,,,
מדרש רבה - אסתר רבה,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\34_ESTER\x_raba.txt,,מדרש רבה,0,,0,1642,,0,,1,,,1,,,,,1,1,,,
אסתר,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\34_ESTER\z_Interleave.txt,,תצוגה משולבת,2,,0,1458,,0,,0,b34,,2,,,,,0,1,,,
אסתר (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\34_ESTER\z_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1766,,0,,0,b34,,2,,,,,0,1,,,
דניאל,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\35_DANIEL\a35_Daniel.txt,,מנוקד,0,,0,794,,0,,0,b35,,2,,,,,0,1,,,
דניאל - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\35_DANIEL\a35__Daniel.txt,,עם טעמים,0,,0,1717,,0,,0,b35,,2,,,,,0,1,,,
דניאל - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\35_DANIEL\b35_Daniel.txt,,ללא ניקוד,0,,0,755,,0,,0,b35,,2,,,,,0,1,,,
דניאל - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\35_DANIEL\eNA_DANIEL_L1.txt,,רש''י,0,,0,1413,,0,,0,b35,,2,,,,,0,1,,,
דניאל - מצודת דוד,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\35_DANIEL\fNA_DANIEL_L1.txt,,מצודת דוד,0,,0,1488,,0,,0,b35,,2,,,,,0,1,,,
דניאל - מצודת ציון,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\35_DANIEL\gNA_DANIEL_L1.txt,,מצודת ציון,0,,0,1496,,0,,0,b35,,2,,,,,0,1,,,
דניאל,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\35_DANIEL\h_Interleave.txt,,תצוגה משולבת,2,,0,1459,,0,,0,b35,,2,,,,,0,1,,,
דניאל (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\35_DANIEL\h_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1767,,0,,0,b35,,2,,,,,0,1,,,
עזרא,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\36_EZRA\a36_Ezra.txt,,מנוקד,0,,0,795,,0,,0,b36,,2,,,,,0,1,,,
עזרא - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\36_EZRA\a36__Ezra.txt,,עם טעמים,0,,0,1718,,0,,0,b36,,2,,,,,0,1,,,
עזרא - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\36_EZRA\b36_Ezra.txt,,ללא ניקוד,0,,0,756,,0,,0,b36,,2,,,,,0,1,,,
עזרא - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\36_EZRA\eNA_EZRA_L1.txt,,רש''י,0,,0,1414,,0,,0,b36,,2,,,,,0,1,,,
עזרא - מצודת דוד,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\36_EZRA\fNA_EZRA_L1.txt,,מצודת דוד,0,,0,1489,,0,,0,b36,,2,,,,,0,1,,,
עזרא - מצודת ציון,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\36_EZRA\gNA_EZRA_L1.txt,,מצודת ציון,0,,0,1501,,0,,0,b36,,2,,,,,0,1,,,
עזרא - רלב''ג,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\36_EZRA\gNA_EZRA_L1_2.txt,,רלב''ג,0,,0,1538,,0,,0,b36,,2,,,,,0,1,,,
עזרא,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\36_EZRA\h_Interleave.txt,,תצוגה משולבת,2,,0,1460,,0,,0,b36,,2,,,,,0,1,,,
עזרא (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\36_EZRA\h_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1768,,0,,0,b36,,2,,,,,0,1,,,
נחמיה,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\37_NECHEMYA\a37_Nehemiah.txt,,מנוקד,0,,0,796,,0,,0,b37,,2,,,,,0,1,,,
נחמיה - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\37_NECHEMYA\a37__Nehemiah.txt,,עם טעמים,0,,0,1719,,0,,0,b37,,2,,,,,0,1,,,
נחמיה - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\37_NECHEMYA\b37_Nehemiah.txt,,ללא ניקוד,0,,0,757,,0,,0,b37,,2,,,,,0,1,,,
נחמיה - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\37_NECHEMYA\eNA_NECHEMYA_L1.txt,,רש''י,0,,0,1415,,0,,0,b37,,2,,,,,0,1,,,
נחמיה - מצודת דוד,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\37_NECHEMYA\fNA_NECHEMYA_L1.txt,,מצודת דוד,0,,0,1490,,0,,0,b37,,2,,,,,0,1,,,
נחמיה - מצודת ציון,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\37_NECHEMYA\gNA_NECHEMYA_L1.txt,,מצודת ציון,0,,0,1500,,0,,0,b37,,2,,,,,0,1,,,
נחמיה - רלב''ג,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\37_NECHEMYA\gNA_NECHEMYA_L1_2.txt,,רלב''ג,0,,0,1539,,0,,0,b37,,2,,,,,0,1,,,
נחמיה,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\37_NECHEMYA\h_Interleave.txt,,תצוגה משולבת,2,,0,1461,,0,,0,b37,,2,,,,,0,1,,,
נחמיה (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\37_NECHEMYA\h_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1769,,0,,0,b37,,2,,,,,0,1,,,
דברי הימים א,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\38_DIVRE_A\a38_Chronicles_1.txt,,מנוקד,0,,0,797,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\38_DIVRE_A\a38_Chronicles__1.txt,,עם טעמים,0,,0,1720,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\38_DIVRE_A\b38_Chronicles_1.txt,,ללא ניקוד,0,,0,758,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\38_DIVRE_A\eNA_DIVRE_A_L1.txt,,רש''י,0,,0,1416,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א - מצודת דוד,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\38_DIVRE_A\fNA_DIVRE_A_L1.txt,,מצודת דוד,0,,0,1491,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א - מצודת ציון,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\38_DIVRE_A\gNA_DIVRE_A_L1.txt,,מצודת ציון,0,,0,1502,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א - רלב''ג,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\38_DIVRE_A\gNA_DIVRE_A_L1_2.txt,,רלב''ג,0,,0,1540,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\38_DIVRE_A\h_Interleave.txt,,תצוגה משולבת,2,,0,1462,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים א (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\38_DIVRE_A\h_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1770,,0,,0,b38,,2,,,,,0,1,,,
דברי הימים ב,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\39_DIVRE_B\a39_Chronicles_2.txt,,מנוקד,0,,0,798,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב - עם טעמים,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\39_DIVRE_B\a39_Chronicles__2.txt,,עם טעמים,0,,0,1721,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב - ללא ניקוד,J. Alan Groves Center - בתנאי רשיון CC-2.5,Books\003_KTUVIM\39_DIVRE_B\b39_Chronicles_2.txt,,ללא ניקוד,0,,0,759,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב - רש''י,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\39_DIVRE_B\eNA_DIVRE_B_L1.txt,,רש''י,0,,0,1417,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב - מצודת דוד,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\39_DIVRE_B\fNA_DIVRE_B_L1.txt,,מצודת דוד,0,,0,1492,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב - מצודת ציון,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\39_DIVRE_B\gNA_DIVRE_B_L1.txt,,מצודת ציון,0,,0,1513,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב - רלב''ג,ר' פנחס ראובן שליט''א,Books\003_KTUVIM\39_DIVRE_B\gNA_DIVRE_B_L1_2.txt,,רלב''ג,0,,0,1541,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב,"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\39_DIVRE_B\h_Interleave.txt,,תצוגה משולבת,2,,0,1463,,0,,0,b39,,2,,,,,0,1,,,
דברי הימים ב (ט),"ר' פנחס ראובן שליט''א, J. Alan Groves Center",Books\003_KTUVIM\39_DIVRE_B\h_Interleave2.txt,,תצוגה משולבת עם טעמים,2,,0,1771,,0,,0,b39,,2,,,,,0,1,,,
משנה - ברכות,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\01_MAS_BRACHOT\MZ_BRAHOT_L1.txt,,משנה,0,,0,911,,0,,0,mishna_brahot,,2,,,,,1,1,,,#nik
משנה - ברכות - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\01_MAS_BRACHOT\MZ_BRAHOT_L2.txt,,רע''ב,0,,0,912,,0,,0,mishna_brahot,,2,,,,,1,1,,,
משנה - ברכות - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\01_MAS_BRACHOT\MZ_BRAHOT_L3.txt,,עיקר תוי''ט,0,,0,913,,0,,0,mishna_brahot,,2,,,,,1,1,,,
"משנה - ברכות - רמב""ם",ויקיטקסט,Books\020_MISHNA\100_SEDER_ZRAIM\01_MAS_BRACHOT\MZ_BRAHOT_L5.txt,,רמב''ם,0,,0,5005,,0,,1,,,0,,,,,1,1,,,#pr2
משנה מסכת ברכות,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\100_SEDER_ZRAIM\01_MAS_BRACHOT\ZDebugMix.txt,,תצוגה משולבת,3,,0,1074,,0,,0,mishna_brahot,,2,,,,,0,1,,,#nik
משנה - פאה,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\02_MAS_PEA\MZ_PEAA_L1.txt,,משנה,0,,0,914,,0,,0,mishna_peaa,,2,,,,,1,1,,,
משנה - פאה - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\02_MAS_PEA\MZ_PEAA_L2.txt,,רע''ב,0,,0,923,,0,,0,mishna_peaa,,2,,,,,1,1,,,
משנה - פאה - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\02_MAS_PEA\MZ_PEAA_L3.txt,,עיקר תוי''ט,0,,0,918,,0,,0,mishna_peaa,,2,,,,,1,1,,,
"משנה - פאה - רמב""ם",ויקיטקסט,Books\020_MISHNA\100_SEDER_ZRAIM\02_MAS_PEA\MZ_PEAA_L5.txt,,רמב''ם,0,,0,5006,,0,,1,,,0,,,,,1,1,,,
משנה מסכת פאה,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\100_SEDER_ZRAIM\02_MAS_PEA\ZDebugMix.txt,,תצוגה משולבת,3,,0,1075,,0,,0,mishna_peaa,,2,,,,,0,1,,,
משנה - דמאי,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\03_MAS_DEMAI\MZ_DEMAY_L1.txt,,משנה,0,,0,964,,0,,0,mishna_demay,,2,,,,,1,1,,,
משנה - דמאי - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\03_MAS_DEMAI\MZ_DEMAY_L2.txt,,רע''ב,0,,0,965,,0,,1,mishna_demay,,2,,,,,1,1,,,1
משנה - דמאי - עיקר תוי''ט,ר'</B></B></B></B></B></B></B></B></B></B></B> פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\03_MAS_DEMAI\MZ_DEMAY_L3.txt,,עיקר תוי''ט,0,,0,966,,0,,1,mishna_demay,,2,,,,,1,1,,,1
"משנה - דמאי - רמב""ם",ויקיטקסט,Books\020_MISHNA\100_SEDER_ZRAIM\03_MAS_DEMAI\MZ_DEMAY_L5.txt,,רמב''ם,0,,0,5007,,0,,1,,,0,,,,,1,1,,,
משנה מסכת דמאי,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\100_SEDER_ZRAIM\03_MAS_DEMAI\ZDebugMix.txt,,תצוגה משולבת,3,,0,1319,,0,,0,mishna_demay,,2,,,,,0,1,,,
משנה - כלאים,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\04_MAS_KILAIIM\MZ_KILAIIM_L1.txt,,משנה,0,,0,972,,0,,0,mishna_kilaiim,,2,,,,,1,1,,,
משנה - כלאים - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\04_MAS_KILAIIM\MZ_KILAIIM_L2.txt,,רע''ב,0,,0,1103,,0,,0,mishna_kilaiim,,2,,,,,1,1,,,
משנה - כלאים - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\04_MAS_KILAIIM\MZ_KILAIIM_L3.txt,,עיקר תוי''ט,0,,0,1104,,0,,0,mishna_kilaiim,,2,,,,,1,1,,,
"משנה - כלאים - רמב""ם",ויקיטקסט,Books\020_MISHNA\100_SEDER_ZRAIM\04_MAS_KILAIIM\MZ_KILAIIM_L5.txt,,רמב''ם,0,,0,5008,,0,,1,,,0,,,,,1,1,,,
משנה מסכת כלאים,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\100_SEDER_ZRAIM\04_MAS_KILAIIM\ZDebugMix.txt,,תצוגה משולבת,3,,0,1077,,0,,0,mishna_kilaiim,,2,,,,,0,1,,,
משנה - שביעית,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\05_MAS_SHEVIIT\MZ_SHVIIT_L1.txt,,משנה,0,,0,976,,0,,0,mishna_shviit,,2,,,,,1,1,,,
משנה - שביעית - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\05_MAS_SHEVIIT\MZ_SHVIIT_L2.txt,,רע''ב,0,,0,977,,0,,0,mishna_shviit,,2,,,,,1,1,,,
משנה - שביעית - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\05_MAS_SHEVIIT\MZ_SHVIIT_L3.txt,,עיקר תוי''ט,0,,0,978,,0,,0,mishna_shviit,,2,,,,,1,1,,,
"משנה - שביעית - רמב""ם",ויקיטקסט,Books\020_MISHNA\100_SEDER_ZRAIM\05_MAS_SHEVIIT\MZ_SHVIIT_L5.txt,,רמב''ם,0,,0,5009,,0,,1,,,0,,,,,1,1,,,
משנה מסכת שביעית,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\100_SEDER_ZRAIM\05_MAS_SHEVIIT\ZDebugMix.txt,,תצוגה משולבת,3,,0,1078,,0,,0,mishna_shviit,,2,,,,,0,1,,,
משנה - תרומות,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\06_MAS_TRUMOT\MZ_TRUMOT_L1.txt,,משנה,0,,0,979,,0,,0,mishna_trumot,,2,,,,,1,1,,,
משנה - תרומות - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\06_MAS_TRUMOT\MZ_TRUMOT_L2.txt,,רע''ב,0,,0,980,,0,,0,mishna_trumot,,2,,,,,1,1,,,
משנה - תרומות - עיקר תוי''ט,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\06_MAS_TRUMOT\MZ_TRUMOT_L3.txt,,עיקר תוי''ט,0,,0,981,,0,,0,mishna_trumot,,2,,,,,1,1,,,
"משנה - תרומות - רמב""ם",ויקיטקסט,Books\020_MISHNA\100_SEDER_ZRAIM\06_MAS_TRUMOT\MZ_TRUMOT_L5.txt,,רמב''ם,0,,0,5010,,0,,1,,,0,,,,,1,1,,,
משנה מסכת תרומות,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\100_SEDER_ZRAIM\06_MAS_TRUMOT\ZDebugMix.txt,,תצוגה משולבת,3,,0,1079,,0,,0,mishna_trumot,,2,,,,,0,1,,,
משנה - מעשרות,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\07_MAS_MAASROT\MZ_MEASROT_L1.txt,,משנה,0,,0,982,,0,,0,mishna_measrot,,2,,,,,1,1,,,
משנה - מעשרות - רע''ב,ר' פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\07_MAS_MAASROT\MZ_MEASROT_L2.txt,,רע''ב,0,,0,983,,0,,1,mishna_measrot,,2,,,,,1,1,,,1
משנה - מעשרות - עיקר תוי''ט,ר'</B> פנחס ראובן שליט''א,Books\020_MISHNA\100_SEDER_ZRAIM\07_MAS_MAASROT\MZ_MEASROT_L3.txt,,עיקר תוי''ט,0,,0,984,,0,,1,mishna_measrot,,2,,,,,1,1,,,1
"משנה - מעשרות - רמב""ם",ויקיטקסט,Books\020_MISHNA\100_SEDER_ZRAIM\07_MAS_MAASROT\MZ_MEASROT_L5.txt,,רמב''ם,0,,0,5011,,0,,1,,,0,,,,,1,1,,,
משנה מסכת מעשרות,ר' פנחס ראובן שליט''א ולויקיטקסט על פ' הרמב''ם,Books\020_MISHNA\100_SEDER_ZRAIM\07_MAS_MAASROT\ZDebugMix.txt,,תצוגה משולבת,3,,0,1080,,0,,0,mishna_measrot,,2,,,,,0,1,,,
