קיים כבר בספריא,שם הספר,שם הקובץ,קטגורייה,auto,noc
FALSE,פרק טז,490089,יבמות,,1
FALSE,פרק א,490107,כתובות,,1
FALSE,פרק ב,490108,כתובות,,1
FALSE,פרק ג,490109,כתובות,,1
FALSE,פרק ד,490110,כתובות,,1
FALSE,פרק ה,490111,כתובות,,1
FALSE,פרק ו,490112,כתובות,,1
FALSE,פרק ז,490113,כתובות,,1
FALSE,פרק ח,490114,כתובות,,1
FALSE,פרק ט,490115,כתובות,,1
FALSE,פרק י,490116,כתובות,,1
FALSE,פרק יא,490117,כתובות,,1
FALSE,פרק יב,490118,כתובות,,1
FALSE,פרק יג,490119,כתובות,,1
FALSE,פרק א,490140,נדרים,,1
FALSE,פרק ב,490141,נדרים,,1
FALSE,פרק ג,490142,נדרים,,1
FALSE,פרק ד,490143,נדרים,,1
FALSE,פרק ה,490144,נדרים,,1
FALSE,פרק ו,490145,נדרים,,1
FALSE,פרק ז,490146,נדרים,,1
FALSE,פרק ח,490147,נדרים,,1
FALSE,פרק ט,490148,נדרים,,1
FALSE,פרק י,490149,נדרים,,1
FALSE,פרק יא,490150,נדרים,,1
FALSE,פרק א,490151,נזיר,,1
FALSE,פרק ב,490152,נזיר,,1
FALSE,פרק ג,490153,נזיר,,1
FALSE,פרק ד,490154,נזיר,,1
FALSE,פרק ה,490155,נזיר,,1
FALSE,פרק ו,490156,נזיר,,1
FALSE,פרק ז,490157,נזיר,,1
FALSE,פרק ח,490158,נזיר,,1
FALSE,פרק ט,490159,נזיר,,1
FALSE,פרק א,490048,גיטין,,1
FALSE,פרק ב,490049,גיטין,,1
FALSE,פרק ג,490050,גיטין,,1
FALSE,פרק ד,490051,גיטין,,1
FALSE,פרק ה,490052,גיטין,,1
FALSE,פרק ו,490053,גיטין,,1
FALSE,פרק ז,490054,גיטין,,1
FALSE,פרק ח,490055,גיטין,,1
FALSE,פרק ט,490056,גיטין,,1
FALSE,פרק א,490164,סוטה,,1
FALSE,פרק ב,490165,סוטה,,1
FALSE,פרק ג,490166,סוטה,,1
FALSE,פרק ד,490167,סוטה,,1
FALSE,פרק ה,490168,סוטה,,1
FALSE,פרק ו,490169,סוטה,,1
FALSE,פרק ז,490170,סוטה,,1
FALSE,פרק ח,490171,סוטה,,1
FALSE,פרק ט,490172,סוטה,,1
FALSE,פרק א,490225,קידושין,,1
FALSE,פרק ב,490226,קידושין,,1
FALSE,פרק ג,490227,קידושין,,1
FALSE,פרק ד,490228,קידושין,,1
FALSE,בבא קמא,,נזיקין,,
FALSE,בבא מציעא,,נזיקין,,
FALSE,בבא בתרא,,נזיקין,,
FALSE,שבועות,,נזיקין,,
FALSE,מכות,,נזיקין,,
FALSE,סנהדרין,,נזיקין,,
FALSE,עבודה זרה,,נזיקין,,
FALSE,הוריות,,נזיקין,,
FALSE,פרק א,490021,בבא קמא,,1
FALSE,פרק ב,490022,בבא קמא,,1
FALSE,פרק ג,490023,בבא קמא,,1
FALSE,פרק ד,490024,בבא קמא,,1
FALSE,פרק ה,490025,בבא קמא,,1
FALSE,פרק ו,490026,בבא קמא,,1
FALSE,פרק ז,490027,בבא קמא,,1
FALSE,פרק ח,490028,בבא קמא,,1
FALSE,פרק ט,490029,בבא קמא,,1
FALSE,פרק י,490030,בבא קמא,,1
FALSE,פרק א,490011,בבא מציעא,,1
FALSE,פרק ב,490012,בבא מציעא,,1
FALSE,פרק ג,490013,בבא מציעא,,1
FALSE,פרק ד,490014,בבא מציעא,,1
FALSE,פרק ה,490015,בבא מציעא,,1
FALSE,פרק ו,490016,בבא מציעא,,1
FALSE,פרק ז,490017,בבא מציעא,,1
FALSE,פרק ח,490018,בבא מציעא,,1
FALSE,פרק ט,490019,בבא מציעא,,1
FALSE,פרק י,490020,בבא מציעא,,1
FALSE,פרק א,490001,בבא בתרא,,1
FALSE,פרק ב,490002,בבא בתרא,,1
FALSE,פרק ג,490003,בבא בתרא,,1
FALSE,פרק ד,490004,בבא בתרא,,1
FALSE,פרק ה,490005,בבא בתרא,,1
FALSE,פרק ו,490006,בבא בתרא,,1
FALSE,פרק ז,490007,בבא בתרא,,1
FALSE,פרק ח,490008,בבא בתרא,,1
FALSE,פרק ט,490009,בבא בתרא,,1
FALSE,פרק י,490010,בבא בתרא,,1
FALSE,פרק א,490233,שבועות,,1
FALSE,פרק ב,490234,שבועות,,1
FALSE,פרק ג,490235,שבועות,,1
FALSE,פרק ד,490236,שבועות,,1
FALSE,פרק ה,490237,שבועות,,1
FALSE,פרק ו,490238,שבועות,,1
FALSE,פרק ז,490239,שבועות,,1
FALSE,פרק ח,490240,שבועות,,1
FALSE,פרק א,490127,מכות,,1
FALSE,פרק ב,490128,מכות,,1
FALSE,פרק ג,490129,מכות,,1
FALSE,פרק א,490178,סנהדרין,,1
FALSE,פרק ב,490179,סנהדרין,,1
FALSE,פרק ג,490180,סנהדרין,,1
FALSE,פרק ד,490181,סנהדרין,,1
FALSE,פרק ה,490182,סנהדרין,,1
FALSE,פרק ו,490183,סנהדרין,,1
FALSE,פרק ז,490184,סנהדרין,,1
FALSE,פרק ח,490185,סנהדרין,,1
FALSE,פרק ט,490186,סנהדרין,,1
FALSE,פרק י,490187,סנהדרין,,1
FALSE,פרק יא,490188,סנהדרין,,1
FALSE,פרק א,490189,עבודה זרה,,1
FALSE,פרק ב,490190,עבודה זרה,,1
FALSE,פרק ג,490191,עבודה זרה,,1
FALSE,פרק ד,490192,עבודה זרה,,1
FALSE,פרק ה,490193,עבודה זרה,,1
FALSE,פרק א,490064,הוריות,,1
FALSE,פרק ב,490065,הוריות,,1
FALSE,פרק ג,490066,הוריות,,1
FALSE,נידה,,טהרות,,
FALSE,פרק א,490160,נידה,,1
FALSE,פרק ב,490161,נידה,,1
FALSE,פרק ג,490162,נידה,,1
FALSE,פרק ד,490163,נידה,,1
FALSE,זרעים,,בבלי - חברותא,,
FALSE,מועד,,בבלי - חברותא,,
FALSE,נשים,,בבלי - חברותא,,
FALSE,נזיקין,,בבלי - חברותא,,
FALSE,קדשים,,בבלי - חברותא,,
FALSE,טהרות,,בבלי - חברותא,,
FALSE,ברכות,451001,זרעים,,1
FALSE,שבת,451002,מועד,,1
FALSE,עירובין,451003,מועד,,1
FALSE,פסחים,451004,מועד,,1
FALSE,שקלים,451005,מועד,,1
FALSE,יומא,451007,מועד,,1
FALSE,סוכה,451008,מועד,,1
FALSE,ביצה,451009,מועד,,1
FALSE,ראש השנה,451006,מועד,,1
FALSE,תענית,451010,מועד,,1
FALSE,מגילה,451011,מועד,,1
FALSE,מועד קטן,451012,מועד,,1
FALSE,חגיגה,451013,מועד,,1
FALSE,יבמות,451014,נשים,,1
FALSE,כתובות,451015,נשים,,1
FALSE,נדרים,451016,נשים,,1
FALSE,נזיר,451017,נשים,,1
FALSE,סוטה,451018,נשים,,1
FALSE,גיטין,451019,נשים,,1
FALSE,קידושין,451020,נשים,,1
FALSE,בבא קמא,451021,נזיקין,,1
FALSE,בבא מציעא,451022,נזיקין,,1
FALSE,בבא בתרא,451023,נזיקין,,1
FALSE,סנהדרין,451024,נזיקין,,1
FALSE,מכות,451025,נזיקין,,1
FALSE,שבועות,451026,נזיקין,,1
FALSE,עבודה זרה,451027,נזיקין,,1
FALSE,הוריות,451028,נזיקין,,1
FALSE,זבחים,451030,קדשים,,1
FALSE,מנחות,451031,קדשים,,1
FALSE,חולין,451032,קדשים,,1
FALSE,בכורות,451033,קדשים,,1
FALSE,ערכין,451034,קדשים,,1
FALSE,תמורה,451035,קדשים,,1
FALSE,כריתות,451036,קדשים,,1
FALSE,מעילה,451037,קדשים,,1
FALSE,תמיד,451038,קדשים,,1
FALSE,נדה,451039,טהרות,,1
FALSE,מכילתא,,מדרשים,,
FALSE,ספרא,500066,מדרשים,,1
FALSE,ספרי,,מדרשים,,
FALSE,מדרש רבא,,מדרשים,,
FALSE,מדרש תנחומא,,מדרשים,,
FALSE,ילקוט שמעוני,,מדרשים,,
FALSE,אבות דרבי נתן,13029,מדרשים,,1
FALSE,מגילת תענית,13002,מדרשים,,1
FALSE,מסכת דרך ארץ זוטא,13003,מדרשים,,1
FALSE,פרקי דרבי אליעזר,777,מדרשים,,1
FALSE,ברייתא דסדר עולם רבה ,500007,מדרשים,,1
FALSE,מדרש אגדת בראשית,500008,מדרשים,,1
FALSE,מדרש זוטא,500009,מדרשים,,1
FALSE,מדרש משלי,500010,מדרשים,,1
FALSE,מדרש פנים אחרים,500011,מדרשים,,1
FALSE,מדרש פרקי הירידות,500012,מדרשים,,1
FALSE,מדרש שמואל,500013,מדרשים,,1
FALSE,מדרש תהילים,500014,מדרשים,,1
FALSE,פסיקתא דרב כהנא,500015,מדרשים,,1
FALSE,פסיקתא רבתי,500016,מדרשים,,1
FALSE,תנא דבי אליהו זוטא,500017,מדרשים,,1
FALSE,תנא דבי אליהו רבה,500018,מדרשים,,1
FALSE,מדרש הנעלם,500100,מדרשים,,1
FALSE,בתי מדרשות -מדרשים קצרים,500043,מדרשים,,1
FALSE,בתי מדרשות,,מדרשים,,
FALSE,מכילתא על שמות יב,500046,מכילתא,,1
FALSE,מכילתא על שמות יג,500047,מכילתא,,1
FALSE,מכילתא על שמות יד,500048,מכילתא,,1
FALSE,מכילתא על שמות טו,500049,מכילתא,,1
FALSE,מכילתא על שמות טז,500050,מכילתא,,1
FALSE,מכילתא על שמות יח,500051,מכילתא,,1
FALSE,מכילתא על שמות יט,500052,מכילתא,,1
FALSE,מכילתא על שמות כ,500053,מכילתא,,1
FALSE,מכילתא על שמות כא,500054,מכילתא,,1
FALSE,מכילתא על שמות כב,500055,מכילתא,,1
FALSE,מכילתא על שמות כג,500056,מכילתא,,1
FALSE,מכילתא על שמות לא,500057,מכילתא,,1
FALSE,מכילתא על שמות לה,500058,מכילתא,,1
FALSE,ספרי על במדבר ה,500060,ספרי,,1
FALSE,ספרי על במדבר ו,500061,ספרי,,1
FALSE,ספרי על במדבר ז,500062,ספרי,,1
FALSE,ספרי על במדבר ח,500063,ספרי,,1
FALSE,ספרי על במדבר ט,500064,ספרי,,1
FALSE,ספרי על במדבר טו,500065,ספרי,,1
FALSE,בראשית,13011,מדרש רבא,,1
FALSE,שמות,13012,מדרש רבא,,1
FALSE,ויקרא,13013,מדרש רבא,,1
FALSE,במדבר,13014,מדרש רבא,,1
FALSE,דברים,13015,מדרש רבא,,1
FALSE,מגילות,13016,מדרש רבא,,1
FALSE,בראשית,13017,מדרש תנחומא,,1
FALSE,שמות,13018,מדרש תנחומא,,1
FALSE,ויקרא,13019,מדרש תנחומא,,1
FALSE,במדבר,13020,מדרש תנחומא,,1
FALSE,דברים,13021,מדרש תנחומא,,1
FALSE,בראשית,13022,ילקוט שמעוני,,1
FALSE,שמות,13023,ילקוט שמעוני,,1
FALSE,ויקרא,13024,ילקוט שמעוני,,1
FALSE,במדבר,13025,ילקוט שמעוני,,1
FALSE,דברים,13026,ילקוט שמעוני,,1
FALSE,נביאים,13027,ילקוט שמעוני,,1
FALSE,כתובים,13028,ילקוט שמעוני,,1
FALSE,בתי מדרשות חלק א - ברייתא דמעשה מרכבה,500020,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - חלום מרדכי ותפלתו ותפלת אסתר,500021,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - לקוטים ממדרש שוחר טוב כתב יד,500023,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - מאמר גדולה ענוה,500024,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - מגלת אנטיוכס בלשון ארמי,500025,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - מדרש ילמדנו,500029,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - מדרש כתפוח בעצי היער,500030,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - מדרש שני כתובים,500033,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - משנת מסכת כלה,500036,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - סדר רבה דבראשית,500037,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - פרק צדקות,500039,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - פרקי היכלות רבתי,500040,בתי מדרשות,,1
FALSE,בתי מדרשות חלק א - שלש פסיקתות,500041,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - ברייתא דמזלות,500019,בתי מדרשות,,1
FALSE,מדרשות חלק ב - לקוטי מדרשים מכתב יד,500022,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - מדרש אותיות רבי עקיבא השלם,500026,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - מדרש אלפא ביתות,500027,בתי מדרשות,,1
FALSE,מדרשות חלק ב - מדרש חסרות ויתרות,500028,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - מדרש מנין,500031,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - מדרש שלשה וארבעה,500032,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - מדרש תמורה השלם,500034,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - מכילתא,500035,בתי מדרשות,,1
FALSE,בתי מדרשות חלק ב - ספר זרובבל,500038,בתי מדרשות,,1
FALSE,מדרש אבא גוריון,500042,בתי מדרשות,,1
FALSE,חוק לישראל,,לימוד יומי,,
FALSE,חיד''א היומי,,לימוד יומי,,
FALSE,תהילים,,לימוד יומי,,
FALSE,זכרון טוב -מוסר לימי החודש,183,לימוד יומי,,1
FALSE,היום יום - חבד,,לימוד יומי,,
FALSE,תומר דבורה מחולק,500201,לימוד יומי,,1
FALSE,בראשית,,חוק לישראל,,
FALSE,שמות,,חוק לישראל,,
FALSE,ויקרא,,חוק לישראל,,
FALSE,במדבר,,חוק לישראל,,
FALSE,דברים,,חוק לישראל,,
FALSE,פרשת בראשית,5550101,בראשית,,1
FALSE,פרשת נח,5550102,בראשית,,1
FALSE,פרשת לך לך,5550103,בראשית,,1
FALSE,פרשת וירא,5550104,בראשית,,1
FALSE,פרשת חיי שרה,5550105,בראשית,,1
FALSE,פרשת תולדות,5550106,בראשית,,1
FALSE,פרשת ויצא,5550107,בראשית,,1
FALSE,פרשת וישלח,5550108,בראשית,,1
FALSE,פרשת וישב,5550109,בראשית,,1
FALSE,פרשת מקץ,5550110,בראשית,,1
FALSE,פרשת ויגש,5550111,בראשית,,1
FALSE,פרשת ויחי,5550112,בראשית,,1
FALSE,פרשת שמות,5550201,שמות,,1
FALSE,פרשת וארא,5550202,שמות,,1
FALSE,פרשת בא,5550203,שמות,,1
FALSE,פרשת בשלח,5550204,שמות,,1
FALSE,פרשת יתרו,5550205,שמות,,1
FALSE,פרשת משפטים,5550206,שמות,,1
FALSE,פרשת תרומה,5550207,שמות,,1
FALSE,פרשת תצוה,5550208,שמות,,1
FALSE,פרשת כי תשא,5550209,שמות,,1
FALSE,פרשת ויקהל,5550210,שמות,,1
FALSE,פרשת פקודי,5550211,שמות,,1
FALSE,פרשת ויקרא,5550301,ויקרא,,1
FALSE,פרשת צו,5550302,ויקרא,,1
FALSE,פרשת שמיני,5550303,ויקרא,,1
FALSE,פרשת תזריע,5550304,ויקרא,,1
FALSE,פרשת מצורע,5550305,ויקרא,,1
FALSE,פרשת אחרי מות,5550306,ויקרא,,1
FALSE,פרשת קדושים,5550307,ויקרא,,1
FALSE,פרשת אמור,5550308,ויקרא,,1
FALSE,פרשת בהר,5550309,ויקרא,,1
FALSE,פרשת בחוקותי,5550310,ויקרא,,1
FALSE,פרשת במדבר,5550401,במדבר,,1
FALSE,פרשת נשא,5550402,במדבר,,1
FALSE,פרשת בהעלותך,5550403,במדבר,,1
FALSE,פרשת שלח,5550404,במדבר,,1
FALSE,פרשת קורח,5550405,במדבר,,1
FALSE,פרשת חוקת,5550406,במדבר,,1
FALSE,פרשת בלק,5550407,במדבר,,1
FALSE,פרשת פינחס,5550408,במדבר,,1
FALSE,פרשת מטות,5550409,במדבר,,1
FALSE,פרשת מסעי,5550410,במדבר,,1
FALSE,פרשת דברים,5550501,דברים,,1
FALSE,פרשת ואתחנן,5550502,דברים,,1
FALSE,פרשת עקב,5550503,דברים,,1
FALSE,פרשת ראה,5550504,דברים,,1
FALSE,פרשת שופטים,5550505,דברים,,1
FALSE,פרשת כי תצא,5550506,דברים,,1
FALSE,פרשת כי תבוא,5550507,דברים,,1
FALSE,פרשת נצבים,5550508,דברים,,1
FALSE,פרשת וילך,5550509,דברים,,1
FALSE,פרשת האזינו,5550510,דברים,,1
FALSE,פרשת וזאת הברכה,5550511,דברים,,1
FALSE,חֻמָּשׁ בְּרֵאשִׁית,,חיד''א היומי,,
FALSE,חֻמָּשׁ שְׁמוֹת,,חיד''א היומי,,
FALSE,חֻמָּשׁ וַיִּקְרָא,,חיד''א היומי,,
FALSE,חֻמָּשׁ בַּמִּדְבָּר,,חיד''א היומי,,
FALSE,חֻמָּשׁ דְּבָרִים,,חיד''א היומי,,
FALSE,פָּרָשַׁת בְּרֵאשִׁית,811001,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת נֹחַ,811002,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת לֵךְ לְךָ,811003,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת וַיֵּרָא,811004,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת חַיֵּי שָׂרָה,811005,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת תּוֹלְדוֹת,811006,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת וַיֵּצֵא,811007,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת וַיִשְׁלַח,811008,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת וַיֵּשֶׁב,811009,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת מִקֵּץ,811010,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת וַיִּגַּשׁ,811011,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת וַיְחִי,811012,חֻמָּשׁ בְּרֵאשִׁית,,1
FALSE,פָּרָשַׁת שְׁמוֹת,811013,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת וָאֵרָא,811014,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת בֹּא,811015,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת בְּשַׁלַח,811016,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת יִתְרוֹ,811017,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת מִשְׁפָּטִים,811018,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת תְּרוּמָה,811019,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת תְּצַוֶּה,811020,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת כִּי תִּשָּׂא,811021,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת ויקהל,811054,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרָשַׁת פְּקוּדֵי,811022,חֻמָּשׁ שְׁמוֹת,,1
FALSE,פָּרַשַׁת וַיִּקְרָא,811023,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת צַו,811024,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת שְׁמִינִי,811025,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת תַּזְרִיעַ,811026,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת מְצוֹרָע,811027,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת אַחֲרֵי מוֹת,811028,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת קְדוֹשִׁים,811029,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת אֱמוֹר,811030,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת בְּהַר,811031,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת בְּחֻקֹּתַי,811032,חֻמָּשׁ וַיִּקְרָא,,1
FALSE,פָּרַשַׁת בַּמִּדְבָּר,811033,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת נָשׂא,811034,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת בְּהַעֲלוֹתְךָ,811035,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת שְׁלַח,811036,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת קֹרַח,811037,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת חֻקַּת,811038,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת בָּלָק,811039,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת פִּינְחָס,811040,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת מַטּוֹת,811041,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת מַסְעֵי,811042,חֻמָּשׁ בַּמִּדְבָּר,,1
FALSE,פָּרַשַׁת דְּבָרִים,811043,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת וָאֶתְחַנַּן,811044,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת עֵקֶב,811045,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת רְאֵה,811046,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת שׁוֹפְטִים,811047,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת כִּי תֵּצֵא,811048,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת כִּי תָּבוֹא,811049,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת נִצָּבִים,811050,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת וַיֵּלֶךְ,811051,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת הַאֲזִינוּ,811052,חֻמָּשׁ דְּבָרִים,,1
FALSE,פָּרַשַׁת וְזֹאת הַבְּרָכָה,811053,חֻמָּשׁ דְּבָרִים,,1
FALSE,תהלים חודשי,51,תהילים,,31
FALSE,תהלים שבועי,52,תהילים,,7
FALSE,תשרי,16401,היום יום - חבד,,1
FALSE,חשון,16402,היום יום - חבד,,1
FALSE,כסלו,16403,היום יום - חבד,,1
FALSE,טבת,16404,היום יום - חבד,,1
FALSE,שבט,16405,היום יום - חבד,,1
FALSE,אדר א',16406,היום יום - חבד,,1
FALSE,אדר ב,16407,היום יום - חבד,,1
FALSE,ניסן,16408,היום יום - חבד,,1
FALSE,אייר,16409,היום יום - חבד,,1
FALSE,סיון,16410,היום יום - חבד,,1
FALSE,תמוז,16411,היום יום - חבד,,1
FALSE,מנחם אב,16412,היום יום - חבד,,1
FALSE,אלול,16413,היום יום - חבד,,1
FALSE,רמב''ם,,הלכה,,
FALSE,טור,,הלכה,,
FALSE,שולחן ערוך,,הלכה,,
FALSE,ערוך השולחן - אורח חיים,,הלכה,,
FALSE,שולחן ערוך הרב,,הלכה,,
FALSE,קיצור שולחן ערוך,,הלכה,,
FALSE,קיצור ש''ע ילקוט יוסף החדש,,הלכה,,
FALSE,ספר החינוך,,הלכה,,
FALSE,פניני הלכה,,הלכה,,
FALSE,טהרה - נשים,,הלכה,,
FALSE,שונות,,הלכה,,
FALSE,שו''ת איגרות משה,,הלכה,,
FALSE,ספר החינוך,500113,הלכה,,1
FALSE,קיצור ספר חרדים רבי אלעזר אזכרי,500114,הלכה,,1
FALSE,ספר המצוות,3502,רמב''ם,,1
FALSE,משנה תורה,,רמב''ם,,
FALSE,הקדמה,3501,משנה תורה,,1
FALSE,ספר המדע,,משנה תורה,,
FALSE,ספר אהבה,,משנה תורה,,
FALSE,ספר זמנים,,משנה תורה,,
FALSE,ספר נשים,,משנה תורה,,
FALSE,ספר קדושה,,משנה תורה,,
FALSE,ספר הפלאה,,משנה תורה,,
FALSE,ספר זרעים,,משנה תורה,,
FALSE,ספר עבודה,,משנה תורה,,
FALSE,ספר הקרבנות,,משנה תורה,,
FALSE,ספר טהרה,,משנה תורה,,
FALSE,ספר נזיקין,,משנה תורה,,
FALSE,ספר קנין,,משנה תורה,,
FALSE,ספר משפטים,,משנה תורה,,
FALSE,ספר שופטים,,משנה תורה,,
FALSE,הלכות יסודי התורה,350301,ספר המדע,,1
FALSE,הלכות דעות,350302,ספר המדע,,1
FALSE,הלכות תלמוד תורה,350303,ספר המדע,,1
FALSE,הלכות עבודת כוכבים וחקותיהם,350304,ספר המדע,,1
FALSE,הלכות תשובה,350305,ספר המדע,,1
FALSE,הלכות קריאת שמע,350401,ספר אהבה,,1
FALSE,הלכות תפלה,350402,ספר אהבה,,1
FALSE,הלכות תפילין ומזוזה וספר תורה,350403,ספר אהבה,,1
FALSE,הלכות ציצית,350404,ספר אהבה,,1
FALSE,הלכות ברכות,350405,ספר אהבה,,1
FALSE,הלכות מילה,350406,ספר אהבה,,1
FALSE,סדר תפלות כל השנה,350407,ספר אהבה,,1
FALSE,הלכות שבת,350501,ספר זמנים,,1
FALSE,הלכות עירובין,350502,ספר זמנים,,1
FALSE,הלכות שביתת עשור,350503,ספר זמנים,,1
FALSE,הלכות שביתת יום טוב,350504,ספר זמנים,,1
FALSE,הלכות חמץ ומצה,350505,ספר זמנים,,1
FALSE,הלכות שופר וסוכה ולולב,350506,ספר זמנים,,1
FALSE,הלכות שקלים,350507,ספר זמנים,,1
FALSE,הלכות קדוש החדש,350508,ספר זמנים,,1
FALSE,הלכות תענית,350509,ספר זמנים,,1
FALSE,הלכות מגילה וחנוכה,350510,ספר זמנים,,1
FALSE,הלכות אישות,350601,ספר נשים,,1
FALSE,הלכות גירושין,350602,ספר נשים,,1
FALSE,הלכות יבום וחליצה,350603,ספר נשים,,1
FALSE,הלכות נערה בתולה,350604,ספר נשים,,1
FALSE,הלכות סוטה,350605,ספר נשים,,1
FALSE,הלכות איסורי ביאה,350701,ספר קדושה,,1
FALSE,הלכות מאכלות אסורות,350702,ספר קדושה,,1
FALSE,הלכות שחיטה,350703,ספר קדושה,,1
FALSE,הלכות שבועות,350801,ספר הפלאה,,1
FALSE,הלכות נדרים,350802,ספר הפלאה,,1
FALSE,הלכות נזירות,350803,ספר הפלאה,,1
FALSE,הלכות ערכין וחרמין,350804,ספר הפלאה,,1
FALSE,הלכות כלאים,350901,ספר זרעים,,1
FALSE,הלכות מתנות עניים,350902,ספר זרעים,,1
FALSE,הלכות תרומות,350903,ספר זרעים,,1
FALSE,הלכות מעשר,350904,ספר זרעים,,1
FALSE,הלכות מעשר שני ונטע רבעי,350905,ספר זרעים,,1
FALSE,הלכות בכורים,350906,ספר זרעים,,1
FALSE,הלכות שמיטה ויובל,350907,ספר זרעים,,1
FALSE,הלכות בית הבחירה,351001,ספר עבודה,,1
FALSE,הלכות כלי המקדש והעובדים בו,351002,ספר עבודה,,1
FALSE,הלכות ביאת המקדש,351003,ספר עבודה,,1
FALSE,הלכות איסורי מזבח,351004,ספר עבודה,,1
FALSE,הלכות מעשה הקרבנות,351005,ספר עבודה,,1
FALSE,הלכות תמידין ומוספין,351006,ספר עבודה,,1
FALSE,הלכות פסולי המוקדשין,351007,ספר עבודה,,1
