קיים כבר בספריא,שם הספר,שם הקובץ,קטגורייה,auto,noc
FALSE,סימן יא' - מעלת הצניעות,7217,שער הזהב לטהרה,,1
FALSE,שלב א' - ימי הראיה,7202,סימן א - השלבים בטהרה,,1
FALSE,שלב ב' - הפסק בטהרה.,7203,סימן א - השלבים בטהרה,,1
FALSE,שלב ג' - ספירת 7 ימים נקיים,7204,סימן א - השלבים בטהרה,,1
FALSE,שלב ד' - הרחקות,7205,סימן א - השלבים בטהרה,,1
FALSE,שלב ה' - הכנות לטבילה במקוה.,7206,סימן א - השלבים בטהרה,,1
FALSE,שלב ו' טבילה במקוה,7207,סימן א - השלבים בטהרה,,1
FALSE,הסכמות,7221,נשואין ואישות,,1
FALSE,הלכות טהרת הבית,,נשואין ואישות,,
FALSE,נשואין ואישות,,נשואין ואישות,,
FALSE,פרק א´- באלו אופנים נעשית האשה נדה,7222,הלכות טהרת הבית,,1
FALSE,פרק ב´- דיני מראות הדם וכללי ההוראה בהם,7223,הלכות טהרת הבית,,1
FALSE,פרק ג´- נאמנות האשה להעיד בעניני נדותה,7224,הלכות טהרת הבית,,1
FALSE,פרק ד´- דברים האסורים בזמן נדותה,7225,הלכות טהרת הבית,,1
FALSE,פרק ה´- דיני וסתות,7226,הלכות טהרת הבית,,1
FALSE,"פרק ו´ - חששות, פרישת האיש מאשתו בעונת וסתה",7227,הלכות טהרת הבית,,1
FALSE,פרק ז´- הכנה לנשואין,7228,הלכות טהרת הבית,,1
FALSE,פרק ח´- דם בתולים,7229,הלכות טהרת הבית,,1
FALSE,"פרק ט´- דין רואה מחמת תשמיש, ותולה במכה ",7230,הלכות טהרת הבית,,1
FALSE,"פרק י´- דיני כתמים, והרגשה בלא ראיה",7231,הלכות טהרת הבית,,1
FALSE,"פרק י'א - דיני יולדת, מפלת ודמי טוהר",7232,הלכות טהרת הבית,,1
FALSE,פרק י'ב - הפסק בטהרה ושבעה נקיים,7233,הלכות טהרת הבית,,1
FALSE,פרק י'ג - זמן הטבילה,7234,הלכות טהרת הבית,,1
FALSE,פרק י'ד - הלכות חציצה,7235,הלכות טהרת הבית,,1
FALSE,"פרק ט'ו - עיון, הדחה וחפיפה לפני הטבילה",7236,הלכות טהרת הבית,,1
FALSE,פרק ט'ז - הטבילה וברכתה,7237,הלכות טהרת הבית,,1
FALSE,פרק י'ז - הלכות מקוה,7238,הלכות טהרת הבית,,1
FALSE,פֶּרֶק י'ח - הִלְכוֹת שִׁדּוּכִין,7239,נשואין ואישות,,1
FALSE,פֶּרֶק י'ט - הִלְכוֹת עֲרָיוֹת וּמַמְזֵרוּת,7240,נשואין ואישות,,1
FALSE,פֶּרֶק כ´ - הִלְכוֹת תַּקָּנַת רַבֵּנוּ גֵּרְשֹׁם מְאוֹר הַגּוֹלָה בְּאִשָּׁה שְׁנִיָּה,7241,נשואין ואישות,,1
FALSE,פֶּרֶק כ'א - קְדֻשַּׁת הַכֹּהֲנִים,7242,נשואין ואישות,,1
FALSE,"פֶּרֶק כ'ב - אִסּוּר אֵשֶׁת אִישׁ, מַחְזִיר גְּרוּשָׁתוֹ, חָדְשֵׁי הַבְחָנָה,   מְעֻובֶּרֶת וּמֵינֶקֶת חֲבֵרוֹ, קַטְלָנִית, פְּצוּעַ דַּכָּא, הַשִּׁמּוּשׁ בְּאֶמְצָעֵי מְנִיעָה, הַפְרָיָה מְלָאכוּתִית, אִסּוּר גּוֹיָה וְדֶרֶךְ תְּשׁוּבָה -  הלכות אישות.",7243,נשואין ואישות,,1
FALSE,פֶּרֶק כ'ג הִלְכוֹת קִדּוּשִׁין,7244,נשואין ואישות,,1
FALSE,פֶּרֶק כ'ד הִלְכוֹת כְּתֻבּוֹת - דִּינֵי מָמוֹנוֹת שֶׁבֵּין אִישׁ לְאִשְׁתּוֹ,7245,נשואין ואישות,,1
FALSE,פֶּרֶק כ'ה - הִלְכוֹת גֵּרוּשִׁין וְכֵיצַד כּוֹתֵב וְנוֹתֵן הַגֵּט,7246,נשואין ואישות,,1
FALSE,פֶּרֶק כ'ו - הִלְכוֹת אִשָּׁה יְבָמָה,7247,נשואין ואישות,,1
FALSE,הקדמה לספר,7251,טהרה הריון ולידה כהלכה,,1
FALSE,הקדמה להלכות טהרה,7252,טהרה הריון ולידה כהלכה,,1
FALSE,הלכות טהרה,7253,טהרה הריון ולידה כהלכה,,1
FALSE,תקופת ההריון,7254,טהרה הריון ולידה כהלכה,,1
FALSE,מגילת כהן,181,שונות,,1
FALSE,נזר כהן,182,שונות,,1
FALSE,או''ח חלק א,500001,שו''ת איגרות משה,,1
FALSE,או''ח חלק ב,500002,שו''ת איגרות משה,,1
FALSE,או''ח חלק ג,500003,שו''ת איגרות משה,,1
FALSE,או''ח חלק ד,500004,שו''ת איגרות משה,,1
FALSE,או''ח חלק ה,500005,שו''ת איגרות משה,,1
FALSE,מסילת ישרים,210,מוסר,,1
FALSE,אורחות צדיקים,211,מוסר,,1
FALSE,שערי תשובה,212,מוסר,,1
FALSE,ספר הישר,215,מוסר,,1
FALSE,אגרת הרמב'ן,220,מוסר,,1
FALSE,שמירת הלשון - חלק ראשון,221,מוסר,,1
FALSE,שמירת הלשון - חלק שני,222,מוסר,,1
FALSE,חפץ חיים,267,מוסר,,1
FALSE,תומר דבורה,214,מוסר,,1
FALSE,פלא יועץ,,מוסר,,
FALSE,אורחות חיים לרא''ש,500115,מוסר,,1
FALSE,פירוש על אבות לרבינו יונה,500117,מוסר,,1
FALSE,ספר שערי תשובה לרבינו יונה,500153,מוסר,,1
FALSE,ספר הישר לר'ת,500151,מוסר,,1
FALSE,שער הגמול  רמב''ן,500152,מוסר,,1
FALSE,יערות דבש לרב יהונתן אייבשיץ,500121,מוסר,,1
FALSE,הקדמת הרב המחבר זצ''ל,903501,פלא יועץ,,1
FALSE,אות א,903502,פלא יועץ,,1
FALSE,אות ב,903503,פלא יועץ,,1
FALSE,אות ג,903504,פלא יועץ,,1
FALSE,אות ד,903505,פלא יועץ,,1
FALSE,אות ה,903506,פלא יועץ,,1
FALSE,אות ו,903507,פלא יועץ,,1
FALSE,אות ז,903508,פלא יועץ,,1
FALSE,אות ח,903509,פלא יועץ,,1
FALSE,אות ט,903510,פלא יועץ,,1
FALSE,אות י,903511,פלא יועץ,,1
FALSE,אות כ,903512,פלא יועץ,,1
FALSE,אות ל,903513,פלא יועץ,,1
FALSE,אות מ,903514,פלא יועץ,,1
FALSE,אות נ,903515,פלא יועץ,,1
FALSE,אות ס,903516,פלא יועץ,,1
FALSE,אות ע,903517,פלא יועץ,,1
FALSE,אות פ,903518,פלא יועץ,,1
FALSE,אות צ,903519,פלא יועץ,,1
FALSE,אות ק,903520,פלא יועץ,,1
FALSE,אות ר,903521,פלא יועץ,,1
FALSE,אות ש,903522,פלא יועץ,,1
FALSE,אות ת,903523,פלא יועץ,,1
FALSE,נספח,903524,פלא יועץ,,1
FALSE,נפש החיים,925,מחשבה,,1
FALSE,ספר דרך השם,926,מחשבה,,1
FALSE,ספר הכוזרי,927,מחשבה,,1
FALSE,הרמב'ם,,מחשבה,,
FALSE,אמונות ודעות,,מחשבה,,
FALSE,חובות הלבבות,,מחשבה,,
FALSE,המהר'ל מפראג,,מחשבה,,
FALSE,כתבי הרמב''ם,500103,הרמב'ם,,1
FALSE,מורה נבוכים אבן תבון,,הרמב'ם,,
FALSE,מורה נבוכים קפח,,הרמב'ם,,
FALSE,חלק ראשון,500107,מורה נבוכים אבן תבון,,1
FALSE,החלק השני,500108,מורה נבוכים אבן תבון,,1
FALSE,חלק שלישי,500109,מורה נבוכים אבן תבון,,1
FALSE,חלק ראשון,500110,מורה נבוכים קפח,,1
FALSE,חלק שני,500111,מורה נבוכים קפח,,1
FALSE,חלק שלישי,500112,מורה נבוכים קפח,,1
FALSE,הקדמה,5001124,אמונות ודעות,,1
FALSE,המאמר הראשון:שכל הנמצאים מחודשים,5001125,אמונות ודעות,,1
FALSE,"המאמר השני:שמחדש הדברים אחד, יתברך ויתעלה",5001126,אמונות ודעות,,1
FALSE,המאמר השלישי:בצווי ובאזהרה,5001127,אמונות ודעות,,1
FALSE,המאמר הרביעי:במשמעת,5001128,אמונות ודעות,,1
FALSE,המאמר החמישי:בזכיות ובחובות,5001129,אמונות ודעות,,1
FALSE,"המאמר השישי:בעצם הנפש, והמות, וכל הנספח לכך",5001130,אמונות ודעות,,1
FALSE,המאמר השביעי:בתחיית המתים בעולם הזה,5001131,אמונות ודעות,,1
FALSE,המאמר השמיני:בישועה,5001132,אמונות ודעות,,1
FALSE,המאמר התשיעי:בגמול ובעונש בעולם הבא,5001133,אמונות ודעות,,1
FALSE,המאמר העשירי ממנו:במה שיותר ראוי שיעשה האדם בעולם הזה,5001134,אמונות ודעות,,1
FALSE,הקדמה,500136,חובות הלבבות,,1
FALSE,שער היחוד,500137,חובות הלבבות,,1
FALSE,שער הבחינה,500138,חובות הלבבות,,1
FALSE,שער עבודה,500139,חובות הלבבות,,1
FALSE,שער הביטחון,500140,חובות הלבבות,,1
FALSE,שער יחוד המעשה,500141,חובות הלבבות,,1
FALSE,שער הכניעה,500142,חובות הלבבות,,1
FALSE,שער התשובה,500143,חובות הלבבות,,1
FALSE,שער חשבון הנפש,500144,חובות הלבבות,,1
FALSE,שער הפרישות,500145,חובות הלבבות,,1
FALSE,שער אהבת ה',500146,חובות הלבבות,,1
FALSE,ספר אור חדש,15301,המהר'ל מפראג,,1
FALSE,ספר באר הגולה,15302,המהר'ל מפראג,,1
FALSE,ספר גבורות השם,15303,המהר'ל מפראג,,1
FALSE,ספר נצח ישראל,15312,המהר'ל מפראג,,1
FALSE,ספר תפארת ישראל,15315,המהר'ל מפראג,,1
FALSE,ספר נתיבות עולם,15314,המהר'ל מפראג,,1
FALSE,ספר גור אריה,,המהר'ל מפראג,,
FALSE,ספר דברי נגידים,15309,המהר'ל מפראג,,1
FALSE,ספר דרך חיים,15310,המהר'ל מפראג,,1
FALSE,דרשות המהר''ל,15311,המהר'ל מפראג,,1
FALSE,נר מצוה,15313,המהר'ל מפראג,,1
FALSE,ספר גור אריה על בראשית,15305,ספר גור אריה,,1
FALSE,ספר גור אריה על שמות,15308,ספר גור אריה,,1
FALSE,ספר גור אריה על ויקרא,15307,ספר גור אריה,,1
FALSE,ספר גור אריה על במדבר,15304,ספר גור אריה,,1
FALSE,ספר גור אריה על דברים,15306,ספר גור אריה,,1
FALSE,תולדות החסידות,,חסידות,,
FALSE,חב''ד,,חסידות,,
FALSE,ברסלב,,חסידות,,
FALSE,אמת ואמונה - מנחם מנדל מקוצק,16301,חסידות,,1
FALSE,נועם אלימלך הוספות,16302,חסידות,,1
FALSE,שבחי הבעש''ט,16303,חסידות,,1
FALSE,חזון ישעיהו - הרב פינטו,185,חסידות,,1
FALSE,הרב מרדכי אליהו,,חסידות,,
FALSE,סיפורי חסידים,500094,חסידות,,1
FALSE,צוואת הריב'ש,500095,חסידות,,1
FALSE,פרי הארץ - רבי מנחם מנדל מוויטעפסק,500096,חסידות,,1
FALSE,ספר עבודת ישראל מהמגיד מקאזניץ,500097,חסידות,,1
FALSE,ספר עבודת ישראל - מסכת אבות - מהמגיד מקאזניץ,500098,חסידות,,1
FALSE,מאור עינים - מגיד מטשארנאביל,500099,חסידות,,1
FALSE,ר' ברוך בר' יחיאל ממזיבוז,500068,תולדות החסידות,,1
FALSE,ר' דוב המגיד ממיזריטש,500069,תולדות החסידות,,1
FALSE,ר' יעקב יוסף כ''ץ בעל תולדות יעקב יוסף,500070,תולדות החסידות,,1
FALSE,ר' ישראל בעש'ט,500071,תולדות החסידות,,1
FALSE,ר' לוי יצחק מברדיטשוב בעל 'קדושת לוי',500072,תולדות החסידות,,1
FALSE,ר' ליב בן שרה,500073,תולדות החסידות,,1
FALSE,ר' מנחם מנדיל מוויטבסקבעל פרי הארץ,500074,תולדות החסידות,,1
FALSE,ר' משה חיים אפרים ב''ר יחיאל בעל 'דגל מחנה אפרים',500075,תולדות החסידות,,1
FALSE,ר' נחמן מברסלב ותלמידו ר' נתן,500076,תולדות החסידות,,1
FALSE,ר' פנחס מקוריץ,500077,תולדות החסידות,,1
FALSE,ר' שניאור זלמן מלאדי בעל 'התניא',500078,תולדות החסידות,,1
FALSE,המגיד הגדול ממיז'ריץ ורופא המלך - אהרן הלוי פיצ'ניק,500079,תולדות החסידות,,1
FALSE,אגדות הבעש'ט,500080,תולדות החסידות,,1
FALSE,רבי יעקב אריה מראדזימין,500081,תולדות החסידות,,1
FALSE,הבעש''ט - מפענח הניגון החסידי,500082,תולדות החסידות,,1
FALSE,ליכודם של תלמידי הבעש'ט,500083,תולדות החסידות,,1
FALSE,רבי ישראל בעל שם טוב - חייו ותורתו,500084,תולדות החסידות,,1
FALSE,חסידות רוזין,500085,תולדות החסידות,,1
FALSE,רבי לוי יצחק 'הרב מברדיטשוב',500086,תולדות החסידות,,1
FALSE,רבי מנחם מנדל מקוצק,500087,תולדות החסידות,,1
FALSE,רבי נפתלי צבי מרופשיץ וצדיקי הדור,500088,תולדות החסידות,,1
FALSE,דמות הפלאים של בעל ה'תניא',500089,תולדות החסידות,,1
FALSE,ליקוטי אמרים - תניא,991,חב''ד,,1
FALSE,שער היחוד והאמונה,992,חב''ד,,1
FALSE,אגרת התשובה,993,חב''ד,,1
FALSE,אגרת הקדש,994,חב''ד,,1
FALSE,קונטרס אחרון,995,חב''ד,,1
FALSE,התיקון הכללי,224005,ברסלב,,1
FALSE,סיפורי מעשיות,951,ברסלב,,1
FALSE,ליקוטי מוהר'ן - חלק א',9124,ברסלב,,1
FALSE,ליקוטי מוהר'ן - חלק ב',9125,ברסלב,,1
FALSE,ליקוטי מוהרן קמא לפי ימי החודש,9101,ברסלב,,1
FALSE,ליקוטי מוהרן תנינא לפי ימי החודש,9102,ברסלב,,1
FALSE,קיצור ליקוטי מוהרן,9109,ברסלב,,1
FALSE,קיצור ליקוטי מוהרן תנינא,9108,ברסלב,,1
FALSE,לִקּוּטֵי הֲלָכוֹת,,ברסלב,,
FALSE,ליקוטי עצות,9103,ברסלב,,1
FALSE,סֵפֶר הַמִּדּוֹת,9104,ברסלב,,1
FALSE,עלים לתרופה,9105,ברסלב,,1
FALSE,סֵפֶר עֵצוֹת יְשָׁרוֹת,9106,ברסלב,,1
FALSE,שבחי הר'ן,955,ברסלב,,1
FALSE,שיחות הר'ן,956,ברסלב,,1
FALSE,חיי מוהרן,970,ברסלב,,1
FALSE,ספר המידות,957,ברסלב,,1
FALSE,משיבת נפש,958,ברסלב,,1
FALSE,ליקוטי תפילות - קמא,960,ברסלב,,1
FALSE,ליקוטי תפילות - תניינא,961,ברסלב,,1
FALSE,מְשִׁיבַת נָפֶשׁ והִשְׁתַּפְּכוּת הַנֶּפֶשׁ,,ברסלב,,
FALSE,סֵפֶר יְמֵי מוֹהַרֲנַ'ת,,ברסלב,,
FALSE,סֵפֶר אִבֵּ'י הַנָּחַל,,ברסלב,,
FALSE,יִשְׁרָאֵל סָבָּא,973,ברסלב,,1
FALSE,ארץ ישראל,,ברסלב,,
FALSE,פרפראות לחכמה,9107,ברסלב,,1
FALSE,ביאור הליקוטים,966,ברסלב,,1
FALSE,שיחת נפש,9112,ברסלב,,1
FALSE,סֵפֶר שְׁמוֹת הַצַּדִּיקִים,9113,ברסלב,,1
FALSE,סֵפֶר שִׂמְחַת הַנֶּפֶשׁ,9114,ברסלב,,1
FALSE,תוך הנחל,500091,ברסלב,,1
FALSE,אשר בנחל,500092,ברסלב,,1
FALSE,ספר ליקוטי הלכות אורח חיים א,9115,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,ליקוטי הלכות אורח חיים - ב,9116,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,ליקוטי הלכות אורח חיים ג,9117,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,לִקּוּטֵי הֲלָכוֹת יוֹרֶה דֵּעָה,9118,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,לִקּוּטֵי הֲלָכוֹת יוֹרֶה דֵּעָה,9119,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,לִקּוּטֵי הֲלָכוֹת אֶבֶן הָעֶזֶר,9120,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,חושן משפט חלק א,9121,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,ליקוטי הלכות חושן משפט ב,9122,לִקּוּטֵי הֲלָכוֹת,,1
FALSE,מְשִׁיבַת נָפֶשׁ,967,מְשִׁיבַת נָפֶשׁ והִשְׁתַּפְּכוּת הַנֶּפֶשׁ,,1
FALSE,הִשְׁתַּפְּכוּת הַנֶּפֶשׁ,968,מְשִׁיבַת נָפֶשׁ והִשְׁתַּפְּכוּת הַנֶּפֶשׁ,,1
FALSE,לִקּוּטֵי הֲלָכוֹת,969,מְשִׁיבַת נָפֶשׁ והִשְׁתַּפְּכוּת הַנֶּפֶשׁ,,1
FALSE,חֵלֶק רִאשׁוֹן,971,סֵפֶר יְמֵי מוֹהַרֲנַ'ת,,1
FALSE,חֵלֶק שֵׁנִי,972,סֵפֶר יְמֵי מוֹהַרֲנַ'ת,,1
FALSE,אִבֵּ'י הַנָּחַל חֵלֶק א',962,סֵפֶר אִבֵּ'י הַנָּחַל,,1
FALSE,אִבֵּ'י הַנָּחַל חֵלֶק ב',963,סֵפֶר אִבֵּ'י הַנָּחַל,,1
FALSE,חלק ראשון,964,ארץ ישראל,,1
FALSE,חלק שני,965,ארץ ישראל,,1
FALSE,סֵפֶר דַּרְכֵי טָהֳרָה,,הרב מרדכי אליהו,,
FALSE,אביהם של ישראל,,הרב מרדכי אליהו,,
FALSE,חֵלֶק א - דִּינֵי נִדָּה,10001,סֵפֶר דַּרְכֵי טָהֳרָה,,1
FALSE,חֵלֶק ב - דִּינֵי טָהֳרַת נִדָּה,10002,סֵפֶר דַּרְכֵי טָהֳרָה,,1
FALSE,חֵלֶק ג - הִלְכוֹת צְנִיעוּת,10003,סֵפֶר דַּרְכֵי טָהֳרָה,,1
FALSE,אביהם של ישראל א',10005,אביהם של ישראל,,1
FALSE,אביהם של ישראל ב',10006,אביהם של ישראל,,1
FALSE,אביהם של ישראל ג',10007,אביהם של ישראל,,1
FALSE,ספר הזוהר,,קבלה,,
FALSE,כתבי רבי אברהם אבולעפיא,,קבלה,,
FALSE,ספרי קבלה שונים,,קבלה,,
FALSE,רבי אברהם ב''ר אלכסנדר מקולוניא,,קבלה,,
FALSE,רבי מנחם עזריה מפאנו,,קבלה,,
FALSE,הרב עזריאל מגירונה,,קבלה,,
FALSE,רבי אברהם אזולאי,,קבלה,,
FALSE,רבי מאיר בן גבאי,,קבלה,,
FALSE,רבי משה בן שם טוב די ליאון,,קבלה,,
FALSE,רבי יוסף גיקטליה,,קבלה,,
FALSE,ספר יצירה עם מפרשים,,קבלה,,
FALSE,רבי יוסף קארו,,קבלה,,
FALSE,רבינו משה קורדוברו (הרמ''ק),,קבלה,,
FALSE,רבי משה חיים לוצאטו (רמח''ל),,קבלה,,
FALSE,רבי אברהם מרימון הספרדי,,קבלה,,
FALSE,ספרי המרכבה,,קבלה,,
FALSE,רבי שלום שרעבי,,קבלה,,
FALSE,רבי חיים ויטאל,,קבלה,,
FALSE,הרב אשלג,,קבלה,,
FALSE,הזוהר המתורגם - ספר בראשית,,ספר הזוהר,,
FALSE,הזוהר המתורגם - ספר שמות,,ספר הזוהר,,
FALSE,הזוהר המתורגם - ספר ויקרא,,ספר הזוהר,,
FALSE,הזוהר המתורגם - ספר במדבר,,ספר הזוהר,,
FALSE,הזוהר המתורגם - ספר דברים,,ספר הזוהר,,
FALSE,הזוהר המתורגם - תיקוני הזוהר,,ספר הזוהר,,
FALSE,הזוהר המתורגם - זוהר חדש,,ספר הזוהר,,
FALSE,רעיא מהימנא,500102,ספר הזוהר,,1
FALSE,פרשת בראשית,990101,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת נח,990102,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת לך לך,990103,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת וירא,990104,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת חיי שרה,990105,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת תולדות,990106,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת ויצא,990107,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת וישלח,990108,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת וישב,990109,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת מקץ,990110,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת ויגש אליו,990111,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת ויחי,990112,הזוהר המתורגם - ספר בראשית,,1
FALSE,פרשת שמות,990201,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת וארא,990202,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת בא,990203,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת בשלח,990204,הזוהר המתורגם - ספר שמות,,1
FALSE,[פרשת המן],990205,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת יתרו,990206,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת משפטים,990207,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת תרומה,990208,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת ואתה תצוה,990209,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת כי תשא,990210,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת ויקהל,990211,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת פקודי,990212,הזוהר המתורגם - ספר שמות,,1
FALSE,פרשת ויקרא,990301,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת צו,990302,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת שמיני,990303,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת תזריע,990304,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת מצורע,990305,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת אחרי מות,990306,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת קדושים,990307,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת אמור,990308,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת בהר,990309,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת בחקותי,990310,הזוהר המתורגם - ספר ויקרא,,1
FALSE,פרשת במדבר,990401,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת נשא,990402,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת בהעלותך,990403,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת שלח לך,990404,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת קרח,990405,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת חקת,990406,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת בלק,990407,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת פנחס,990408,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת מטות,990409,הזוהר המתורגם - ספר במדבר,,1
FALSE,פרשת דברים,990501,הזוהר המתורגם - ספר דברים,,1
FALSE,פרשת ואתחנן,990502,הזוהר המתורגם - ספר דברים,,1
FALSE,פרשת עקב,990503,הזוהר המתורגם - ספר דברים,,1
FALSE,פרשת שופטים,990504,הזוהר המתורגם - ספר דברים,,1
FALSE,פרשת כי תצא,990505,הזוהר המתורגם - ספר דברים,,1
FALSE,פרשת וילך,990506,הזוהר המתורגם - ספר דברים,,1
FALSE,פרשת האזינו,990507,הזוהר המתורגם - ספר דברים,,1
FALSE,האדרא זוטא קדישא,990508,הזוהר המתורגם - ספר דברים,,1
FALSE,הקדמת תקוני הזהר,990601,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,הקדמה אחרת לתקוני הזהר,990602,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא קדמאה,990603,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,[ודא תקונא תניינא],990604,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,[תקונא תליתאה] תקונא תניינא,990605,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,ודא תקונא תליתאה כגוונא דא,990606,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא רביעאה,990607,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמישאה,990608,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שתיתאה,990609,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שביעאה,990610,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תמינאה,990611,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תשיעאה,990612,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשיראה,990613,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חד סר,990614,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תריסר,990615,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תליסר,990616,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא ארביסר,990617,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חמיסר,990618,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שיתסר,990619,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שיבסר,990620,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תמני סרי,990621,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תשסרי,990622,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,"תקונא עשרין, וחד ועשרין ",990623,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשרין ותרין,990624,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשרין ותלת,990625,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשרין וארבע,990626,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשרין וחמשא,990627,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשרין ושית,990628,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשרין ותמניא,990629,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא עשרין ותשע,990630,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תלתין,990631,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תלתין וחד,990632,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תלתין ותרין,990633,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תלתין ותלת,990634,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תלתין וארבע,990635,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תלתין וחמשא,990636,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תלתין ושתא,990637,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא שבע ותלתין,990638,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תמניא ותלתין,990639,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא תשע ותלתין,990640,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא ארבעין,990641,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא חד וארבעין,990642,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא ארבעין ותרין,990643,הזוהר המתורגם - תיקוני הזוהר,,1
FALSE,תקונא ארבעין ותלת,990644,הזוהר המתורגם - תיקוני הזוהר,,1
