מספר הספר,שם הקובץ,שם הספר,קטגוריות,לינק לספר,noc
351602,הלכות עדות,ספר שופטים,"הלכה , רמב''ם , משנה תורה","http://mobile.tora.ws/index.html?bgf=lnn(351602,0,0)",1
351603,הלכות ממרים,ספר שופטים,"הלכה , רמב''ם , משנה תורה","http://mobile.tora.ws/index.html?bgf=lnn(351603,0,0)",1
351604,הלכות אבל,ספר שופטים,"הלכה , רמב''ם , משנה תורה","http://mobile.tora.ws/index.html?bgf=lnn(351604,0,0)",1
351605,הלכות מלכים ומלחמותיהם,ספר שופטים,"הלכה , רמב''ם , משנה תורה","http://mobile.tora.ws/index.html?bgf=lnn(351605,0,0)",1
141,טור אורח חיים,טור,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(141,0,0)",1
7001,הלכות הנהגת אדם בבוקר,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7001,0,0)",1
7002,הלכות ציצית,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7002,0,0)",1
7003,הלכות תפילין,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7003,0,0)",1
7004,הלכות ברכת השחר ושאר ברכות,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7004,0,0)",1
7005,הלכות קריאת שמע,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7005,0,0)",1
7006,הלכות תפלה,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7006,0,0)",1
7007,הלכות נשיאת כפים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7007,0,0)",1
7008,הלכות נפילת אפים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7008,0,0)",1
7009,הלכות קריאת ספר תורה,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7009,0,0)",1
7010,הלכות בית הכנסת,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7010,0,0)",1
7011,הלכות משא ומתן,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7011,0,0)",1
7012,הלכות נטילת ידים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7012,0,0)",1
7013,הלכות בציעת הפת,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7013,0,0)",1
7014,הלכות דברים הנוהגים בסעודה,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7014,0,0)",1
7015,הלכות מים אחרונים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7015,0,0)",1
7016,הלכות ברכת המזון,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7016,0,0)",1
7017,הלכות ברכת הפירות,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7017,0,0)",1
7018,הלכות ברכת הבשמים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7018,0,0)",1
7019,הלכות ברכת הנסים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7019,0,0)",1
7020,הלכות ברכות הודאות,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7020,0,0)",1
7021,הלכות ברכות,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7021,0,0)",1
7022,הלכות תפלת המנחה,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7022,0,0)",1
7023,"הלכות קריאת שמע, ותפלה של ערבית",שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7023,0,0)",1
7024,הלכות צניעות,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7024,0,0)",1
7025,הלכות שבת,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7025,0,0)",1
7026,הלכות תחומין,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7026,0,0)",1
7027,הלכות עירובי תחומין,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7027,0,0)",1
7028,הלכות ראש חודש,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7028,0,0)",1
7029,הלכות פסח,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7029,0,0)",1
7030,הלכות יום טוב,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7030,0,0)",1
7031,הלכות חול המועד,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7031,0,0)",1
7032,הלכות תשעה באב ושאר תעניות,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7032,0,0)",1
7033,הלכות תענית,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7033,0,0)",1
7034,הלכות ראש השנה,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7034,0,0)",1
7035,הלכות יום הכיפורים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7035,0,0)",1
7036,הלכות סוכה,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7036,0,0)",1
7037,הלכות לולב,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7037,0,0)",1
7038,הלכות חנוכה,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7038,0,0)",1
7039,הלכות מגילה ופורים,שלחן ערוך - אורח חיים,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7039,0,0)",1
7301,הלכות שחיטה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7301,0,0)",1
7302,הלכות טריפות,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7302,0,0)",1
7303,הלכות מתנות כהונה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7303,0,0)",1
7304,הלכות אבר מן החי,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7304,0,0)",1
7305,הלכות בשר שנתעלם מן העין,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7305,0,0)",1
7306,הלכות חלב,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7306,0,0)",1
7307,הלכות דם,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7307,0,0)",1
7308,הלכות מליחה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7308,0,0)",1
7309,סימני בהמה וחיה טהורה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7309,0,0)",1
7310,דיני דברים היוצאים מן החי,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7310,0,0)",1
7311,דיני עוף טהור,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7311,0,0)",1
7312,דיני דגים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7312,0,0)",1
7313,דיני תולעים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7313,0,0)",1
7314,הלכות ביצים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7314,0,0)",1
7315,הלכות בשר בחלב,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7315,0,0)",1
7316,הלכות תערובות,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7316,0,0)",1
7317,דיני פת ושלקות וחלב וגבינה של עובדי כוכבים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7317,0,0)",1
7318,הלכות הכשר כלים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7318,0,0)",1
7319,הלכות נותן טעם לפגם,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7319,0,0)",1
7320,הלכות יין נסך,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7320,0,0)",1
7321,הלכות כלי היין,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7321,0,0)",1
7322,הלכות עבודת כוכבים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7322,0,0)",1
7323,הלכות רבית,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7323,0,0)",1
7324,הלכות חקות העובדי כוכבים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7324,0,0)",1
7325,הלכות מעונן ומכשף,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7325,0,0)",1
7326,הלכות כתובת קעקע וקריחה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7326,0,0)",1
7327,הלכות גילוח,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7327,0,0)",1
7328,הלכות לא ילבש גבר וכו',שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7328,0,0)",1
7329,הלכות טהרה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7329,0,0)",1
7330,הלכות מקואות,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7330,0,0)",1
7331,הלכות נדרים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7331,0,0)",1
7332,הלכות שבועות,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7332,0,0)",1
7333,הלכות כבוד אב ואם,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7333,0,0)",1
7334,הלכות כבוד רבו ות'ח,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7334,0,0)",1
7335,הלכות כבוד תלמיד חכם,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7335,0,0)",1
7336,הלכות מלמדים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7336,0,0)",1
7337,הלכות תלמוד תורה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7337,0,0)",1
7338,הלכות צדקה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7338,0,0)",1
7339,הלכות מילה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7339,0,0)",1
7340,הלכות עבדים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7340,0,0)",1
7341,הלכות גרים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7341,0,0)",1
7342,הלכות ספר תורה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7342,0,0)",1
7343,הלכות מזוזה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7343,0,0)",1
7344,הלכות שלוח הקן,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7344,0,0)",1
7345,הלכות חדש,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7345,0,0)",1
7346,הלכות ערלה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7346,0,0)",1
7347,הלכות כלאי אילן,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7347,0,0)",1
7348,הלכות כלאי הכרם,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7348,0,0)",1
7349,הלכות כלאי זרעים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7349,0,0)",1
7350,הלכות כלאי בהמה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7350,0,0)",1
7351,הלכות כלאי בגדים,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7351,0,0)",1
7352,הלכות פדיון בכור,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7352,0,0)",1
7353,הלכות בכור בהמה טהורה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7353,0,0)",1
7354,הלכות פטר חמור,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7354,0,0)",1
7355,הלכות חלה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7355,0,0)",1
7356,הלכות תרומות ומעשרות ומתנות עניים וראשית הגז,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7356,0,0)",1
7357,הלכות נידוי וחרם,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7357,0,0)",1
7358,הלכות ביקור חולים ורפואה ונוטה למות וגוסס,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7358,0,0)",1
7359,הלכות קריעה,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7359,0,0)",1
7360,הלכות אנינות,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7360,0,0)",1
7361,הלכות אבילות,שלחן ערוך - יורה דעה,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7361,0,0)",1
7401,הלכות דיינים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7401,0,0)",1
7402,הלכות עדות,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7402,0,0)",1
7403,הלכות הלוואה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7403,0,0)",1
7404,הלכות טוען ונטען,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7404,0,0)",1
7405,הלכות גביית מלוה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7405,0,0)",1
7406,הלכות גביית חוב מהיתומים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7406,0,0)",1
7407,הלכות גביית חוב מנכסים משועבדים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7407,0,0)",1
7408,הלכות אפותיקי,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7408,0,0)",1
7409,הלכות העושה שליח לגבות חוב,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7409,0,0)",1
7410,הלכות הרשאה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7410,0,0)",1
7411,הלכות ערב,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7411,0,0)",1
7412,הלכות חזקת מטלטלין,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7412,0,0)",1
7413,הלכות חזקת קרקעות,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7413,0,0)",1
7414,הלכות נזקי שכנים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7414,0,0)",1
7415,הלכות שותפים בקרקע,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7415,0,0)",1
7416,הלכות חלוקת שותפות,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7416,0,0)",1
7417,הלכות מצרנות,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7417,0,0)",1
7418,הלכות שותפים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7418,0,0)",1
7419,הלכות שלוחין,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7419,0,0)",1
7420,הלכות מקח וממכר,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7420,0,0)",1
7421,הלכות אונאה ומקח טעות,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7421,0,0)",1
7422,הלכות מתנה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7422,0,0)",1
7423,הלכות מתנת שכיב מרע,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7423,0,0)",1
7424,הלכות אבידה ומציאה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7424,0,0)",1
7425,הלכות פריקה וטעינה ודין הולכי דרכים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7425,0,0)",1
7426,הלכות הפקר ונכסי הגר,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7426,0,0)",1
7427,הלכות נחלות,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7427,0,0)",1
7428,הלכות אפוטרופוס,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7428,0,0)",1
7429,הלכות פקדון,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7429,0,0)",1
7430,הלכות שומר שכר,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7430,0,0)",1
7431,הלכות אומנים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7431,0,0)",1
7432,הלכות שוכר,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7432,0,0)",1
7433,הלכות חכירות וקבלנות,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7433,0,0)",1
7434,הלכות שכירות פועלים,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7434,0,0)",1
7435,הלכות שאלה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7435,0,0)",1
7436,הלכות גניבה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7436,0,0)",1
7437,הלכות גזילה,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7437,0,0)",1
7438,הלכות נזיקין,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7438,0,0)",1
7439,הלכות מאבד ממון חבירו בידים ומוסר ומלשין,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7439,0,0)",1
7440,הלכות נזקי ממון,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7440,0,0)",1
7441,הלכות חובל בחבירו,שלחן ערוך חשן משפט,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7441,0,0)",1
7501,הלכות פריה ורביה,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7501,0,0)",1
7502,הלכות אישות,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7502,0,0)",1
7503,הלכות קידושין,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7503,0,0)",1
7504,הלכות כתובות,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7504,0,0)",1
7505,הלכות גיטין,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7505,0,0)",1
7506,הלכות מיאון,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7506,0,0)",1
7507,הלכות יבום,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7507,0,0)",1
7508,הלכות חליצה,שלחן ערוך - אבן העזר,"הלכה , שולחן ערוך","http://mobile.tora.ws/index.html?bgf=lnn(7508,0,0)",1
151,הלכות הנהגת אדם בבוקר,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(151,0,0)",1
152,הלכות ציצית,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(152,0,0)",1
153,הלכות תפילין,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(153,0,0)",1
154,הלכות ברכת השחר ושאר ברכות,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(154,0,0)",1
155,הלכות קריאת שמע,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(155,0,0)",1
156,הלכות תפלה,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(156,0,0)",1
157,הלכות נשיאת כפים,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(157,0,0)",1
158,הלכות נפילת אפים,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(158,0,0)",1
159,הלכות קריאת ספר תורה,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(159,0,0)",1
160,הלכות בית הכנסת,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(160,0,0)",1
161,הלכות משא ומתן,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(161,0,0)",1
162,הלכות נטילת ידים,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(162,0,0)",1
163,הלכות ברכות,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(163,0,0)",1
164,הלכות שבת,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(164,0,0)",1
165,הלכות תחומין,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(165,0,0)",1
166,הלכות עירובי תחומין,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(166,0,0)",1
167,הלכות ראש חודש,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(167,0,0)",1
168,הלכות פסח,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(168,0,0)",1
169,הלכות יום טוב,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(169,0,0)",1
170,הלכות חול המועד,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(170,0,0)",1
171,הלכות תשעה באב ושאר תעניות,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(171,0,0)",1
172,הלכות תענית,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(172,0,0)",1
173,הלכות ראש השנה,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(173,0,0)",1
174,הלכות יום הכיפורים,ערוך השולחן - אורח חיים,הלכה,"http://mobile.tora.ws/index.html?bgf=lnn(174,0,0)",1
