1173,/p49/m1173,אֲשֶׁר לִבּוֹ,שמואל הנגיד,,467161,,,שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
1187,/p180/m1187,אם מראות,שלמה אבן גבירול,,239355,,,שירה,
1196,/p79/m1196,[יְדִיד נַפְשִׁי],יצחק אבן כלפון,,7028939,,,שירה,
1200,/p20/m1200,קדושה,אברהם אבן עזרא,,270670,,,שירה,
1201,/p20/m1201,[חיה עצומה מכל בריאה],אברהם אבן עזרא,,270670,,,שירה,
1202,/p170/m1202,[מַצִּיב אֲדָמָה וְכָל גְּבוּלֶיהָ],משה אבן עזרא,,719393,,,שירה,
1203,/p170/m1203,הֶרֶף בֹּכֶה חֻקֵּי בָתִּים,משה אבן עזרא,,719393,,,שירה,
1204,/p170/m1204,יפה תאר וכוס יין וגנה,משה אבן עזרא,,719393,,,שירה,
1225,/p77/m1225,בקשו בני נבל,וידל בנבנשתי,,7927660,,,שירה,
1243,/p49/m1243,חָכָם אֲשֶׁר יֵשֵׁב,שמואל הנגיד,,467161,,,שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
1244,/p49/m1244,דְּבָרִים יֵשׁ בְּלֵב,שמואל הנגיד,,467161,,,שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
1245,/p49/m1245,גדע קרן,שמואל הנגיד,,467161,,,שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
1250,/p161/m1250,[אלוף החן את אלופי],יהודה הלוי,,299200,,,שירה,
1251,/p180/m1251,אדני מה אדם,שלמה אבן גבירול,,239355,,,שירה,
1264,/p170/m1264,שׁוֹרְרוּ יַלְדֵי אֱמוּנָי,משה אבן עזרא,,719393,,,שירה,
1274,/p146/m1274,הַלְּלוּ כָּל הַמְּצוּאִים שׁוֹכְנֵי אֶרֶץ נְכֵאִים,שלום שבזי,,,,,שירה,
1283,/p77/m1283,[לבי שיר הב],וידל בנבנשתי,,7927660,,,שירה,
1298,/p49/m1298,[דֶּרֶך נְכוֹחָה],שמואל הנגיד,,467161,,,שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
1299,/p49/m1299,[חֲכַם-לֵבַב וְהוּא],שמואל הנגיד,,467161,,,שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
1300,/p49/m1300,[אֵין חֵטְא],שמואל הנגיד,,467161,,,שירה,"מתוך ""כל שירי רבי שמואל הנגיד"", תל אביב: מחברות לספרות בסיוע מוסד הרב קוק, תש""ז–תשי""ג"
